"","dist_year","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic","Expulsions_Males","Expulsions_Females","Expulsion_Other"
"23896","32276_2011-12","*","0","0",2,"0","0",0
"23897","32276_2011-12","*","0","*",2,"0","0",0
"23898","32276_2011-12","*","0","*",2,"0","0",0
"23899","32276_2011-12","*","0","*",2,"0","0",0
"23900","32276_2011-12","*","0","*",2,"0","0",0
"23901","32276_2011-12","*","0","0",2,"0","0",0
"23902","32276_2011-12","*","0","0",2,"0","0",0
"23903","32276_2011-12","*","0","0",2,"0","0",0
"23904","32276_2011-12","*","0","0",2,"0","0",0
"23905","32276_2011-12","*","0","0",2,"0","0",0
"23906","32276_2011-12","*","0","0",2,"0","0",0
"23907","32276_2011-12","*","0","0",2,"0","0",0
"23908","32276_2011-12","*","0","0",2,"0","0",0
"23909","32276_2011-12","*","0","0",2,"0","0",0
"23910","32276_2011-12","*","0","0",2,"0","0",0
"23911","32276_2011-12","*","0","0",2,"0","0",0
"23912","32276_2011-12","*","0","0",2,"0","0",0
"23913","32276_2011-12","0","0","*",2,"0","0",0
"23914","32276_2011-12","0","0","*",2,"0","0",0
"23915","32276_2011-12","0","0","*",2,"0","0",0
"23916","32276_2011-12","0","0","*",2,"0","0",0
"23917","32276_2011-12","0","0","0",2,"0","0",0
"23918","32276_2011-12","0","0","0",2,"0","0",0
"23919","32276_2011-12","0","0","0",2,"0","0",0
"23920","32276_2011-12","0","0","0",2,"0","0",0
"23921","32276_2011-12","0","0","0",2,"0","0",0
"23922","32276_2011-12","0","0","0",2,"0","0",0
"23923","32276_2011-12","0","0","0",2,"0","0",0
"23924","32276_2011-12","0","0","0",2,"0","0",0
"23925","32276_2011-12","0","0","0",2,"0","0",0
"23926","32276_2011-12","0","0","0",2,"0","0",0
"23927","32276_2011-12","0","0","0",2,"0","0",0
"23928","32276_2011-12","0","0","0",2,"0","0",0
"23929","32276_2011-12","*","0","0",2,"0","0",0
"23930","32276_2011-12","*","0","0",2,"0","0",0
"23931","32276_2011-12","*","0","0",2,"0","0",0
"23932","32276_2011-12","*","0","0",2,"0","0",0
"23933","32276_2011-12","0","0","*",2,"0","0",0
"23934","32276_2011-12","0","0","*",2,"0","0",0
"23935","32276_2011-12","0","0","*",2,"0","0",0
"23936","32276_2011-12","0","0","*",2,"0","0",0
"23937","32276_2011-12","0","0","0",2,"0","0",0
"23938","32276_2011-12","0","0","0",2,"0","0",0
"23939","32276_2011-12","0","0","0",2,"0","0",0
"23940","32276_2011-12","0","0","0",2,"0","0",0
"23941","32276_2011-12","*","0","*",2,"0","0",0
"23942","32276_2011-12","*","0","*",2,"0","0",0
"23943","32276_2011-12","*","0","*",2,"0","0",0
"23944","32276_2011-12","*","0","*",2,"0","0",0
"23945","32276_2011-12","*","0","0",2,"0","0",0
"23946","32276_2011-12","*","0","0",2,"0","0",0
"23947","32276_2011-12","*","0","0",2,"0","0",0
"23948","32276_2011-12","*","0","0",2,"0","0",0
"23949","32276_2011-12","*","0","0",2,"0","0",0
"23950","32276_2011-12","*","0","0",2,"0","0",0
"23951","32276_2011-12","*","0","0",2,"0","0",0
"23952","32276_2011-12","*","0","0",2,"0","0",0
"23953","32276_2011-12","*","0","0",2,"0","0",0
"23954","32276_2011-12","*","0","0",2,"0","0",0
"23955","32276_2011-12","*","0","0",2,"0","0",0
"23956","32276_2011-12","*","0","0",2,"0","0",0
"23957","32276_2011-12","*","0","*",2,"0","0",0
"23958","32276_2011-12","*","0","*",2,"0","0",0
"23959","32276_2011-12","*","0","*",2,"0","0",0
"23960","32276_2011-12","*","0","*",2,"0","0",0
"23961","32276_2011-12","*","0","0",2,"0","0",0
"23962","32276_2011-12","*","0","0",2,"0","0",0
"23963","32276_2011-12","*","0","0",2,"0","0",0
"23964","32276_2011-12","*","0","0",2,"0","0",0
"23965","32276_2011-12","*","0","*",2,"0","0",0
"23966","32276_2011-12","*","0","*",2,"0","0",0
"23967","32276_2011-12","*","0","*",2,"0","0",0
"23968","32276_2011-12","*","0","*",2,"0","0",0
"23969","32276_2011-12","0","0","0",2,"0","0",0
"23970","32276_2011-12","0","0","0",2,"0","0",0
"23971","32276_2011-12","0","0","0",2,"0","0",0
"23972","32276_2011-12","0","0","0",2,"0","0",0
"23973","32276_2011-12","*","0","0",2,"0","0",0
"23974","32276_2011-12","*","0","0",2,"0","0",0
"23975","32276_2011-12","*","0","0",2,"0","0",0
"23976","32276_2011-12","*","0","0",2,"0","0",0
"23977","32276_2011-12","*","0","*",2,"0","0",0
"23978","32276_2011-12","*","0","*",2,"0","0",0
"23979","32276_2011-12","*","0","*",2,"0","0",0
"23980","32276_2011-12","*","0","*",2,"0","0",0
"23981","32276_2011-12","*","0","0",2,"0","0",0
"23982","32276_2011-12","*","0","0",2,"0","0",0
"23983","32276_2011-12","*","0","0",2,"0","0",0
"23984","32276_2011-12","*","0","0",2,"0","0",0
"23985","32276_2011-12","*","0","*",2,"0","0",0
"23986","32276_2011-12","*","0","*",2,"0","0",0
"23987","32276_2011-12","*","0","*",2,"0","0",0
"23988","32276_2011-12","*","0","*",2,"0","0",0
"23989","32276_2011-12","*","0","0",2,"0","0",0
"23990","32276_2011-12","*","0","0",2,"0","0",0
"23991","32276_2011-12","*","0","0",2,"0","0",0
"23992","32276_2011-12","*","0","0",2,"0","0",0
"23993","32276_2011-12","*","0","*",2,"0","0",0
"23994","32276_2011-12","*","0","*",2,"0","0",0
"23995","32276_2011-12","*","0","*",2,"0","0",0
"23996","32276_2011-12","*","0","*",2,"0","0",0
"23997","32276_2011-12","*","0","*",2,"0","0",0
"23998","32276_2011-12","*","0","*",2,"0","0",0
"23999","32276_2011-12","*","0","*",2,"0","0",0
"24000","32276_2011-12","*","0","*",2,"0","0",0
"24001","32276_2011-12","0","0","0",2,"0","0",0
"24002","32276_2011-12","0","0","0",2,"0","0",0
"24003","32276_2011-12","0","0","0",2,"0","0",0
"24004","32276_2011-12","0","0","0",2,"0","0",0
"24005","32276_2011-12","*","0","0",2,"0","0",0
"24006","32276_2011-12","*","0","0",2,"0","0",0
"24007","32276_2011-12","*","0","0",2,"0","0",0
"24008","32276_2011-12","*","0","0",2,"0","0",0
"24009","32276_2011-12","*","0","*",2,"0","0",0
"24010","32276_2011-12","*","0","*",2,"0","0",0
"24011","32276_2011-12","*","0","*",2,"0","0",0
"24012","32276_2011-12","*","0","*",2,"0","0",0
"24013","32276_2011-12","0","0","0",2,"0","0",0
"24014","32276_2011-12","0","0","0",2,"0","0",0
"24015","32276_2011-12","0","0","0",2,"0","0",0
"24016","32276_2011-12","0","0","0",2,"0","0",0
"24017","32276_2011-12","*","0","*",2,"0","0",0
"24018","32276_2011-12","*","0","*",2,"0","0",0
"24019","32276_2011-12","*","0","*",2,"0","0",0
"24020","32276_2011-12","*","0","*",2,"0","0",0
"24021","32276_2011-12","0","0","*",2,"0","0",0
"24022","32276_2011-12","0","0","*",2,"0","0",0
"24023","32276_2011-12","0","0","*",2,"0","0",0
"24024","32276_2011-12","0","0","*",2,"0","0",0
"24025","32276_2011-12","0","0","*",2,"0","0",0
"24026","32276_2011-12","0","0","*",2,"0","0",0
"24027","32276_2011-12","0","0","*",2,"0","0",0
"24028","32276_2011-12","0","0","*",2,"0","0",0
"24029","32276_2011-12","0","0","*",2,"0","0",0
"24030","32276_2011-12","0","0","*",2,"0","0",0
"24031","32276_2011-12","0","0","*",2,"0","0",0
"24032","32276_2011-12","0","0","*",2,"0","0",0
"24033","32276_2011-12","*","0","*",2,"0","0",0
"24034","32276_2011-12","*","0","*",2,"0","0",0
"24035","32276_2011-12","*","0","*",2,"0","0",0
"24036","32276_2011-12","*","0","*",2,"0","0",0
"24037","32276_2011-12","*","0","0",2,"0","0",0
"24038","32276_2011-12","*","0","0",2,"0","0",0
"24039","32276_2011-12","*","0","0",2,"0","0",0
"24040","32276_2011-12","*","0","0",2,"0","0",0
"24041","32276_2011-12","*","0","*",2,"0","0",0
"24042","32276_2011-12","*","0","*",2,"0","0",0
"24043","32276_2011-12","*","0","*",2,"0","0",0
"24044","32276_2011-12","*","0","*",2,"0","0",0
"24045","32276_2011-12","0","0","0",2,"0","0",0
"24046","32276_2011-12","0","0","0",2,"0","0",0
"24047","32276_2011-12","0","0","0",2,"0","0",0
"24048","32276_2011-12","0","0","0",2,"0","0",0
"24049","32276_2011-12","*","0","*",2,"0","0",0
"24050","32276_2011-12","*","0","*",2,"0","0",0
"24051","32276_2011-12","*","0","*",2,"0","0",0
"24052","32276_2011-12","*","0","*",2,"0","0",0
"24053","32276_2011-12","*","0","*",2,"0","0",0
"24054","32276_2011-12","*","0","*",2,"0","0",0
"24055","32276_2011-12","*","0","*",2,"0","0",0
"24056","32276_2011-12","*","0","*",2,"0","0",0
"24057","32276_2011-12","*","0","*",2,"0","0",0
"24058","32276_2011-12","*","0","*",2,"0","0",0
"24059","32276_2011-12","*","0","*",2,"0","0",0
"24060","32276_2011-12","*","0","*",2,"0","0",0
"24061","32276_2011-12","*","0","0",2,"0","0",0
"24062","32276_2011-12","*","0","0",2,"0","0",0
"24063","32276_2011-12","*","0","0",2,"0","0",0
"24064","32276_2011-12","*","0","0",2,"0","0",0
"24065","32276_2011-12","*","0","*",2,"0","0",0
"24066","32276_2011-12","*","0","*",2,"0","0",0
"24067","32276_2011-12","*","0","*",2,"0","0",0
"24068","32276_2011-12","*","0","*",2,"0","0",0
"24069","32276_2011-12","*","0","0",2,"0","0",0
"24070","32276_2011-12","*","0","0",2,"0","0",0
"24071","32276_2011-12","*","0","0",2,"0","0",0
"24072","32276_2011-12","*","0","0",2,"0","0",0
"24073","32276_2011-12","*","0","*",2,"0","0",0
"24074","32276_2011-12","*","0","*",2,"0","0",0
"24075","32276_2011-12","*","0","*",2,"0","0",0
"24076","32276_2011-12","*","0","*",2,"0","0",0
"24077","32276_2011-12","*","0","*",2,"0","0",0
"24078","32276_2011-12","*","0","*",2,"0","0",0
"24079","32276_2011-12","*","0","*",2,"0","0",0
"24080","32276_2011-12","*","0","*",2,"0","0",0
"24081","32276_2011-12","*","0","*",2,"0","0",0
"24082","32276_2011-12","*","0","*",2,"0","0",0
"24083","32276_2011-12","*","0","*",2,"0","0",0
"24084","32276_2011-12","*","0","*",2,"0","0",0
"24085","32276_2011-12","0","0","0",2,"0","0",0
"24086","32276_2011-12","0","0","0",2,"0","0",0
"24087","32276_2011-12","0","0","0",2,"0","0",0
"24088","32276_2011-12","0","0","0",2,"0","0",0
"24089","32276_2011-12","*","0","0",2,"0","0",0
"24090","32276_2011-12","*","0","0",2,"0","0",0
"24091","32276_2011-12","*","0","0",2,"0","0",0
"24092","32276_2011-12","*","0","0",2,"0","0",0
"24093","32276_2011-12","*","0","0",2,"0","0",0
"24094","32276_2011-12","*","0","0",2,"0","0",0
"24095","32276_2011-12","*","0","0",2,"0","0",0
"24096","32276_2011-12","*","0","0",2,"0","0",0
"24097","32276_2011-12","*","0","0",2,"0","0",0
"24098","32276_2011-12","*","0","0",2,"0","0",0
"24099","32276_2011-12","*","0","0",2,"0","0",0
"24100","32276_2011-12","*","0","0",2,"0","0",0
"24101","32276_2011-12","*","0","*",2,"0","0",0
"24102","32276_2011-12","*","0","*",2,"0","0",0
"24103","32276_2011-12","*","0","*",2,"0","0",0
"24104","32276_2011-12","*","0","*",2,"0","0",0
"24105","32276_2011-12","0","0","*",2,"0","0",0
"24106","32276_2011-12","0","0","*",2,"0","0",0
"24107","32276_2011-12","0","0","*",2,"0","0",0
"24108","32276_2011-12","0","0","*",2,"0","0",0
"24109","32276_2011-12","*","0","*",2,"0","0",0
"24110","32276_2011-12","*","0","*",2,"0","0",0
"24111","32276_2011-12","*","0","*",2,"0","0",0
"24112","32276_2011-12","*","0","*",2,"0","0",0
"24113","32276_2011-12","0","0","*",2,"0","0",0
"24114","32276_2011-12","0","0","*",2,"0","0",0
"24115","32276_2011-12","0","0","*",2,"0","0",0
"24116","32276_2011-12","0","0","*",2,"0","0",0
"24117","32276_2011-12","*","0","*",2,"0","0",0
"24118","32276_2011-12","*","0","*",2,"0","0",0
"24119","32276_2011-12","*","0","*",2,"0","0",0
"24120","32276_2011-12","*","0","*",2,"0","0",0
"24121","32276_2011-12","*","0","*",2,"0","0",0
"24122","32276_2011-12","*","0","*",2,"0","0",0
"24123","32276_2011-12","*","0","*",2,"0","0",0
"24124","32276_2011-12","*","0","*",2,"0","0",0
"24125","32276_2011-12","*","0","*",2,"0","0",0
"24126","32276_2011-12","*","0","*",2,"0","0",0
"24127","32276_2011-12","*","0","*",2,"0","0",0
"24128","32276_2011-12","*","0","*",2,"0","0",0
"24129","32276_2011-12","*","0","*",2,"0","0",0
"24130","32276_2011-12","*","0","*",2,"0","0",0
"24131","32276_2011-12","*","0","*",2,"0","0",0
"24132","32276_2011-12","*","0","*",2,"0","0",0
"24133","32276_2011-12","*","0","0",2,"0","0",0
"24134","32276_2011-12","*","0","0",2,"0","0",0
"24135","32276_2011-12","*","0","0",2,"0","0",0
"24136","32276_2011-12","*","0","0",2,"0","0",0
"24137","32276_2011-12","*","0","*",2,"0","0",0
"24138","32276_2011-12","*","0","*",2,"0","0",0
"24139","32276_2011-12","*","0","*",2,"0","0",0
"24140","32276_2011-12","*","0","*",2,"0","0",0
"24141","32276_2011-12","*","0","*",2,"0","0",0
"24142","32276_2011-12","*","0","*",2,"0","0",0
"24143","32276_2011-12","*","0","*",2,"0","0",0
"24144","32276_2011-12","*","0","*",2,"0","0",0
"24145","32276_2011-12","*","0","*",2,"0","0",0
"24146","32276_2011-12","*","0","*",2,"0","0",0
"24147","32276_2011-12","*","0","*",2,"0","0",0
"24148","32276_2011-12","*","0","*",2,"0","0",0
"24149","32276_2011-12","*","0","0",2,"0","0",0
"24150","32276_2011-12","*","0","0",2,"0","0",0
"24151","32276_2011-12","*","0","0",2,"0","0",0
"24152","32276_2011-12","*","0","0",2,"0","0",0
"24153","32276_2011-12","0","0","0",2,"0","0",0
"24154","32276_2011-12","0","0","0",2,"0","0",0
"24155","32276_2011-12","0","0","0",2,"0","0",0
"24156","32276_2011-12","0","0","0",2,"0","0",0
"24157","32276_2011-12","0","0","*",2,"0","0",0
"24158","32276_2011-12","0","0","*",2,"0","0",0
"24159","32276_2011-12","0","0","*",2,"0","0",0
"24160","32276_2011-12","0","0","*",2,"0","0",0
"24161","32276_2011-12","*","0","0",2,"0","0",0
"24162","32276_2011-12","*","0","0",2,"0","0",0
"24163","32276_2011-12","*","0","0",2,"0","0",0
"24164","32276_2011-12","*","0","0",2,"0","0",0
"24165","32276_2011-12","*","0","*",2,"0","0",0
"24166","32276_2011-12","*","0","*",2,"0","0",0
"24167","32276_2011-12","*","0","*",2,"0","0",0
"24168","32276_2011-12","*","0","*",2,"0","0",0
"24169","32276_2011-12","*","0","0",2,"0","0",0
"24170","32276_2011-12","*","0","0",2,"0","0",0
"24171","32276_2011-12","*","0","0",2,"0","0",0
"24172","32276_2011-12","*","0","0",2,"0","0",0
"24173","32276_2011-12","*","0","0",2,"0","0",0
"24174","32276_2011-12","*","0","0",2,"0","0",0
"24175","32276_2011-12","*","0","0",2,"0","0",0
"24176","32276_2011-12","*","0","0",2,"0","0",0
"24177","32276_2011-12","*","0","*",2,"0","0",0
"24178","32276_2011-12","*","0","*",2,"0","0",0
"24179","32276_2011-12","*","0","*",2,"0","0",0
"24180","32276_2011-12","*","0","*",2,"0","0",0
"24181","32276_2011-12","*","0","*",2,"0","0",0
"24182","32276_2011-12","*","0","*",2,"0","0",0
"24183","32276_2011-12","*","0","*",2,"0","0",0
"24184","32276_2011-12","*","0","*",2,"0","0",0
"24185","32276_2011-12","0","0","0",2,"0","0",0
"24186","32276_2011-12","0","0","0",2,"0","0",0
"24187","32276_2011-12","0","0","0",2,"0","0",0
"24188","32276_2011-12","0","0","0",2,"0","0",0
"24189","32276_2011-12","0","0","0",2,"0","0",0
"24190","32276_2011-12","0","0","0",2,"0","0",0
"24191","32276_2011-12","0","0","0",2,"0","0",0
"24192","32276_2011-12","0","0","0",2,"0","0",0
"24193","32276_2011-12","*","0","*",2,"0","0",0
"24194","32276_2011-12","*","0","*",2,"0","0",0
"24195","32276_2011-12","*","0","*",2,"0","0",0
"24196","32276_2011-12","*","0","*",2,"0","0",0
"24197","32276_2011-12","0","0","*",2,"0","0",0
"24198","32276_2011-12","0","0","*",2,"0","0",0
"24199","32276_2011-12","0","0","*",2,"0","0",0
"24200","32276_2011-12","0","0","*",2,"0","0",0
"24201","32276_2011-12","*","0","*",2,"0","0",0
"24202","32276_2011-12","*","0","*",2,"0","0",0
"24203","32276_2011-12","*","0","*",2,"0","0",0
"24204","32276_2011-12","*","0","*",2,"0","0",0
"24205","32276_2011-12","*","0","0",2,"0","0",0
"24206","32276_2011-12","*","0","0",2,"0","0",0
"24207","32276_2011-12","*","0","0",2,"0","0",0
"24208","32276_2011-12","*","0","0",2,"0","0",0
"24209","32276_2011-12","*","0","0",2,"0","0",0
"24210","32276_2011-12","*","0","0",2,"0","0",0
"24211","32276_2011-12","*","0","0",2,"0","0",0
"24212","32276_2011-12","*","0","0",2,"0","0",0
"24213","32276_2011-12","*","0","*",2,"0","0",0
"24214","32276_2011-12","*","0","*",2,"0","0",0
"24215","32276_2011-12","*","0","*",2,"0","0",0
"24216","32276_2011-12","*","0","*",2,"0","0",0
"24217","32276_2011-12","*","0","0",2,"0","0",0
"24218","32276_2011-12","*","0","0",2,"0","0",0
"24219","32276_2011-12","*","0","0",2,"0","0",0
"24220","32276_2011-12","*","0","0",2,"0","0",0
"24221","32276_2011-12","*","0","0",2,"0","0",0
"24222","32276_2011-12","*","0","0",2,"0","0",0
"24223","32276_2011-12","*","0","0",2,"0","0",0
"24224","32276_2011-12","*","0","0",2,"0","0",0
"24225","32276_2011-12","*","0","0",2,"0","0",0
"24226","32276_2011-12","*","0","0",2,"0","0",0
"24227","32276_2011-12","*","0","0",2,"0","0",0
"24228","32276_2011-12","*","0","0",2,"0","0",0
"24229","32276_2011-12","0","0","*",2,"0","0",0
"24230","32276_2011-12","0","0","*",2,"0","0",0
"24231","32276_2011-12","0","0","*",2,"0","0",0
"24232","32276_2011-12","0","0","*",2,"0","0",0
"24233","32276_2011-12","*","0","*",2,"0","0",0
"24234","32276_2011-12","*","0","*",2,"0","0",0
"24235","32276_2011-12","*","0","*",2,"0","0",0
"24236","32276_2011-12","*","0","*",2,"0","0",0
"24237","32276_2011-12","*","0","*",2,"0","0",0
"24238","32276_2011-12","*","0","*",2,"0","0",0
"24239","32276_2011-12","*","0","*",2,"0","0",0
"24240","32276_2011-12","*","0","*",2,"0","0",0
"24241","32276_2011-12","*","0","*",2,"0","0",0
"24242","32276_2011-12","*","0","*",2,"0","0",0
"24243","32276_2011-12","*","0","*",2,"0","0",0
"24244","32276_2011-12","*","0","*",2,"0","0",0
"24245","32276_2011-12","*","0","*",2,"0","0",0
"24246","32276_2011-12","*","0","*",2,"0","0",0
"24247","32276_2011-12","*","0","*",2,"0","0",0
"24248","32276_2011-12","*","0","*",2,"0","0",0
"24249","32276_2011-12","*","0","0",2,"0","0",0
"24250","32276_2011-12","*","0","0",2,"0","0",0
"24251","32276_2011-12","*","0","0",2,"0","0",0
"24252","32276_2011-12","*","0","0",2,"0","0",0
"24253","32276_2011-12","0","0","*",2,"0","0",0
"24254","32276_2011-12","0","0","*",2,"0","0",0
"24255","32276_2011-12","0","0","*",2,"0","0",0
"24256","32276_2011-12","0","0","*",2,"0","0",0
"24257","32276_2011-12","*","0","0",2,"0","0",0
"24258","32276_2011-12","*","0","0",2,"0","0",0
"24259","32276_2011-12","*","0","0",2,"0","0",0
"24260","32276_2011-12","*","0","0",2,"0","0",0
"24261","32276_2011-12","*","0","*",2,"0","0",0
"24262","32276_2011-12","*","0","*",2,"0","0",0
"24263","32276_2011-12","*","0","*",2,"0","0",0
"24264","32276_2011-12","*","0","*",2,"0","0",0
"24265","32276_2011-12","*","0","*",2,"0","0",0
"24266","32276_2011-12","*","0","*",2,"0","0",0
"24267","32276_2011-12","*","0","*",2,"0","0",0
"24268","32276_2011-12","*","0","*",2,"0","0",0
"24269","32276_2011-12","0","0","0",2,"0","0",0
"24270","32276_2011-12","0","0","0",2,"0","0",0
"24271","32276_2011-12","0","0","0",2,"0","0",0
"24272","32276_2011-12","0","0","0",2,"0","0",0
"24273","32276_2011-12","*","0","0",2,"0","0",0
"24274","32276_2011-12","*","0","0",2,"0","0",0
"24275","32276_2011-12","*","0","0",2,"0","0",0
"24276","32276_2011-12","*","0","0",2,"0","0",0
"24277","32276_2011-12","*","0","0",2,"0","0",0
"24278","32276_2011-12","*","0","0",2,"0","0",0
"24279","32276_2011-12","*","0","0",2,"0","0",0
"24280","32276_2011-12","*","0","0",2,"0","0",0
"24281","32276_2011-12","0","0","*",2,"0","0",0
"24282","32276_2011-12","0","0","*",2,"0","0",0
"24283","32276_2011-12","0","0","*",2,"0","0",0
"24284","32276_2011-12","0","0","*",2,"0","0",0
"24285","32276_2011-12","*","0","0",2,"0","0",0
"24286","32276_2011-12","*","0","0",2,"0","0",0
"24287","32276_2011-12","*","0","0",2,"0","0",0
"24288","32276_2011-12","*","0","0",2,"0","0",0
"24289","32276_2011-12","*","0","0",2,"0","0",0
"24290","32276_2011-12","*","0","0",2,"0","0",0
"24291","32276_2011-12","*","0","0",2,"0","0",0
"24292","32276_2011-12","*","0","0",2,"0","0",0
"24293","32276_2011-12","0","0","*",2,"0","0",0
"24294","32276_2011-12","0","0","*",2,"0","0",0
"24295","32276_2011-12","0","0","*",2,"0","0",0
"24296","32276_2011-12","0","0","*",2,"0","0",0
"24297","32276_2011-12","0","0","0",2,"0","0",0
"24298","32276_2011-12","0","0","0",2,"0","0",0
"24299","32276_2011-12","0","0","0",2,"0","0",0
"24300","32276_2011-12","0","0","0",2,"0","0",0
"24301","32276_2011-12","0","0","0",2,"0","0",0
"24302","32276_2011-12","0","0","0",2,"0","0",0
"24303","32276_2011-12","0","0","0",2,"0","0",0
"24304","32276_2011-12","0","0","0",2,"0","0",0
"24305","32276_2011-12","0","0","0",2,"0","0",0
"24306","32276_2011-12","0","0","0",2,"0","0",0
"24307","32276_2011-12","0","0","0",2,"0","0",0
"24308","32276_2011-12","0","0","0",2,"0","0",0
"24309","32276_2011-12","*","0","*",2,"0","0",0
"24310","32276_2011-12","*","0","*",2,"0","0",0
"24311","32276_2011-12","*","0","*",2,"0","0",0
"24312","32276_2011-12","*","0","*",2,"0","0",0
"24313","32276_2011-12","*","0","0",2,"0","0",0
"24314","32276_2011-12","*","0","0",2,"0","0",0
"24315","32276_2011-12","*","0","0",2,"0","0",0
"24316","32276_2011-12","*","0","0",2,"0","0",0
"24317","32276_2011-12","*","0","*",2,"0","0",0
"24318","32276_2011-12","*","0","*",2,"0","0",0
"24319","32276_2011-12","*","0","*",2,"0","0",0
"24320","32276_2011-12","*","0","*",2,"0","0",0
"24321","32276_2011-12","*","0","*",2,"0","0",0
"24322","32276_2011-12","*","0","*",2,"0","0",0
"24323","32276_2011-12","*","0","*",2,"0","0",0
"24324","32276_2011-12","*","0","*",2,"0","0",0
"24325","32276_2011-12","*","0","*",2,"0","0",0
"24326","32276_2011-12","*","0","*",2,"0","0",0
"24327","32276_2011-12","*","0","*",2,"0","0",0
"24328","32276_2011-12","*","0","*",2,"0","0",0
"24329","32276_2011-12","*","0","*",2,"0","0",0
"24330","32276_2011-12","*","0","*",2,"0","0",0
"24331","32276_2011-12","*","0","*",2,"0","0",0
"24332","32276_2011-12","*","0","*",2,"0","0",0
"24333","32276_2011-12","*","0","0",2,"0","0",0
"24334","32276_2011-12","*","0","0",2,"0","0",0
"24335","32276_2011-12","*","0","0",2,"0","0",0
"24336","32276_2011-12","*","0","0",2,"0","0",0
"24337","32276_2011-12","*","0","*",2,"0","0",0
"24338","32276_2011-12","*","0","*",2,"0","0",0
"24339","32276_2011-12","*","0","*",2,"0","0",0
"24340","32276_2011-12","*","0","*",2,"0","0",0
"24341","32276_2011-12","*","0","0",2,"0","0",0
"24342","32276_2011-12","*","0","0",2,"0","0",0
"24343","32276_2011-12","*","0","0",2,"0","0",0
"24344","32276_2011-12","*","0","0",2,"0","0",0
"24345","32276_2011-12","*","0","0",2,"0","0",0
"24346","32276_2011-12","*","0","0",2,"0","0",0
"24347","32276_2011-12","*","0","0",2,"0","0",0
"24348","32276_2011-12","*","0","0",2,"0","0",0
"24349","32276_2011-12","*","0","0",2,"0","0",0
"24350","32276_2011-12","*","0","0",2,"0","0",0
"24351","32276_2011-12","*","0","0",2,"0","0",0
"24352","32276_2011-12","*","0","0",2,"0","0",0
"24353","32276_2011-12","*","0","*",2,"0","0",0
"24354","32276_2011-12","*","0","*",2,"0","0",0
"24355","32276_2011-12","*","0","*",2,"0","0",0
"24356","32276_2011-12","*","0","*",2,"0","0",0
"24357","32276_2011-12","*","0","0",2,"0","0",0
"24358","32276_2011-12","*","0","0",2,"0","0",0
"24359","32276_2011-12","*","0","0",2,"0","0",0
"24360","32276_2011-12","*","0","0",2,"0","0",0
"24361","32276_2011-12","*","0","0",2,"0","0",0
"24362","32276_2011-12","*","0","0",2,"0","0",0
"24363","32276_2011-12","*","0","0",2,"0","0",0
"24364","32276_2011-12","*","0","0",2,"0","0",0
"24365","32276_2011-12","*","0","*",2,"0","0",0
"24366","32276_2011-12","*","0","*",2,"0","0",0
"24367","32276_2011-12","*","0","*",2,"0","0",0
"24368","32276_2011-12","*","0","*",2,"0","0",0
"24369","32276_2011-12","*","0","*",2,"0","0",0
"24370","32276_2011-12","*","0","*",2,"0","0",0
"24371","32276_2011-12","*","0","*",2,"0","0",0
"24372","32276_2011-12","*","0","*",2,"0","0",0
"24373","32276_2011-12","0","0","0",2,"0","0",0
"24374","32276_2011-12","0","0","0",2,"0","0",0
"24375","32276_2011-12","0","0","0",2,"0","0",0
"24376","32276_2011-12","0","0","0",2,"0","0",0
"24377","32276_2011-12","0","0","0",2,"0","0",0
"24378","32276_2011-12","0","0","0",2,"0","0",0
"24379","32276_2011-12","0","0","0",2,"0","0",0
"24380","32276_2011-12","0","0","0",2,"0","0",0
"24381","32276_2011-12","*","0","0",2,"0","0",0
"24382","32276_2011-12","*","0","0",2,"0","0",0
"24383","32276_2011-12","*","0","0",2,"0","0",0
"24384","32276_2011-12","*","0","0",2,"0","0",0
"24385","32276_2011-12","*","0","0",2,"0","0",0
"24386","32276_2011-12","*","0","0",2,"0","0",0
"24387","32276_2011-12","*","0","0",2,"0","0",0
"24388","32276_2011-12","*","0","0",2,"0","0",0
"24389","32276_2011-12","*","0","0",2,"0","0",0
"24390","32276_2011-12","*","0","0",2,"0","0",0
"24391","32276_2011-12","*","0","0",2,"0","0",0
"24392","32276_2011-12","*","0","0",2,"0","0",0
"24393","32276_2011-12","*","0","*",2,"0","0",0
"24394","32276_2011-12","*","0","*",2,"0","0",0
"24395","32276_2011-12","*","0","*",2,"0","0",0
"24396","32276_2011-12","*","0","*",2,"0","0",0
"24397","32276_2011-12","*","0","0",2,"0","0",0
"24398","32276_2011-12","*","0","0",2,"0","0",0
"24399","32276_2011-12","*","0","0",2,"0","0",0
"24400","32276_2011-12","*","0","0",2,"0","0",0
"24401","32276_2011-12","*","0","*",2,"0","0",0
"24402","32276_2011-12","*","0","*",2,"0","0",0
"24403","32276_2011-12","*","0","*",2,"0","0",0
"24404","32276_2011-12","*","0","*",2,"0","0",0
"24405","32276_2011-12","*","0","*",2,"0","0",0
"24406","32276_2011-12","*","0","*",2,"0","0",0
"24407","32276_2011-12","*","0","*",2,"0","0",0
"24408","32276_2011-12","*","0","*",2,"0","0",0
"24409","32276_2011-12","0","0","0",2,"0","0",0
"24410","32276_2011-12","0","0","0",2,"0","0",0
