"","dist_year","County","Male.Suspensions","Female.Suspensions","AsianSuspensions","BlackSuspensions","HispanicSuspensions","WhiteSuspensoins","OtherSuspensions","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"1969","69369_2016-17","Santa Clara",398,122,"26","22",436,"14",22,360,40,2078,59,219,1315,1441
"1970","69377_2011-12","Santa Clara",431,78,"74","54",258,"37",86,836,64,404,122,404,877,953
"1971","69377_2012-13","Santa Clara",325,114,"60","71",218,"23",67,892,47,412,92,427,871,999
"1972","69377_2013-14","Santa Clara",350,89,"68","49",210,"37",75,941,41,415,92,398,899,988
"1973","69377_2014-15","Santa Clara",518,133,"63","48",394,"34",112,899,32,419,98,342,851,939
"1974","69377_2015-16","Santa Clara",343,142,"62","48",268,"34",73,907,37,394,99,347,831,953
"1975","69377_2016-17","Santa Clara",176,48,"43","14",109,"9",42,871,35,426,81,363,845,931
"1976","69385_2011-12","Santa Clara",76,15,"3","6",35,"42",5,88,19,179,361,43,334,356
"1977","69385_2012-13","Santa Clara",61,13,"2","8",32,"31",1,109,26,193,351,38,339,378
"1978","69385_2013-14","Santa Clara",33,4,"2","2",18,"15",0,108,32,183,342,42,356,351
"1979","69385_2014-15","Santa Clara",31,1,"1","1",13,"17",0,115,27,178,337,37,360,334
"1980","69385_2015-16","Santa Clara",67,8,"3","3",33,"30",6,131,24,199,346,52,376,376
"1981","69385_2016-17","Santa Clara",50,12,"6","2",29,"21",4,127,25,182,369,81,385,399
"1982","69393_2011-12","Santa Clara",375,95,"16","38",287,"106",23,143,64,685,489,78,695,764
"1983","69393_2012-13","Santa Clara",255,41,"6","28",189,"64",9,168,54,663,489,92,685,781
"1984","69393_2013-14","Santa Clara",179,48,"17","26",118,"42",24,173,58,707,501,95,746,788
"1985","69393_2014-15","Santa Clara",233,43,"19","18",165,"46",28,169,53,750,436,87,722,773
"1986","69393_2015-16","Santa Clara",265,53,"13","32",175,"71",27,179,49,737,408,115,687,801
"1987","69393_2016-17","Santa Clara",201,55,"11","19",160,"49",17,182,65,689,426,129,716,775
"1988","69401_2011-12","Santa Clara",729,211,"31","67",519,"274",47,830,233,2464,3172,709,3527,3881
"1989","69401_2012-13","Santa Clara",422,141,"32","25",305,"165",36,832,233,2600,3026,726,3610,3807
"1990","69401_2013-14","Santa Clara",606,169,"18","40",474,"196",47,852,216,2572,2978,735,3574,3779
"1991","69401_2014-15","Santa Clara",481,116,"19","34",286,"214",41,935,212,2613,3019,674,3644,3809
"1992","69401_2015-16","Santa Clara",340,150,"21","31",262,"144",32,968,226,2659,3204,619,3753,3923
"1993","69401_2016-17","Santa Clara",254,82,"13","29",171,"82",41,1123,202,2684,3148,653,3779,4031
"1994","69419_2011-12","Santa Clara",365,57,"162","20",85,"140",15,2635,52,216,926,99,1921,2007
"1995","69419_2012-13","Santa Clara",333,46,"151","18",51,"137",22,2880,47,204,889,91,2031,2080
"1996","69419_2013-14","Santa Clara",211,49,"120","6",43,"66",25,3035,43,226,838,98,2055,2185
"1997","69419_2014-15","Santa Clara",209,29,"67","4",43,"111",13,3031,39,246,808,123,2069,2178
"1998","69419_2015-16","Santa Clara",215,29,"128","10",21,"64",21,3214,31,201,766,138,2098,2252
"1999","69419_2016-17","Santa Clara",221,24,"105","8",55,"60",17,3348,32,200,733,133,2161,2285
"2000","69427_2011-12","Santa Clara",1538,617,"181","181",1485,"149",159,7632,849,12118,2022,2811,12345,13087
"2001","69427_2012-13","Santa Clara",1153,453,"105","145",1125,"123",108,7531,796,13054,1915,2787,12740,13343
"2002","69427_2013-14","Santa Clara",1349,519,"100","147",1415,"116",90,7524,761,13480,1793,2721,12776,13503
"2003","69427_2014-15","Santa Clara",1138,448,"88","92",1233,"81",92,7880,711,13547,1695,2679,12835,13677
"2004","69427_2015-16","Santa Clara",1286,565,"97","109",1482,"56",107,7988,667,13554,1597,2610,12797,13619
"2005","69427_2016-17","Santa Clara",1401,512,"109","147",1440,"115",102,8442,637,13719,1433,2577,12894,13914
"2006","69435_2011-12","Santa Clara",248,66,"49","0",173,"18",74,1415,81,942,234,322,1487,1507
"2007","69435_2012-13","Santa Clara",105,54,"30","16",93,"3",17,1587,87,927,237,316,1572,1582
"2008","69435_2013-14","Santa Clara",98,27,"18","12",73,"7",15,1664,96,852,228,333,1566,1607
"2009","69435_2014-15","Santa Clara",52,23,"7","5",45,"16",2,1588,77,831,209,320,1499,1526
"2010","69435_2015-16","Santa Clara",70,27,"11","6",65,"8",7,1614,59,813,204,335,1502,1523
"2011","69435_2016-17","Santa Clara",41,18,"11","4",31,"8",5,1685,54,733,196,335,1476,1527
"2012","69450_2011-12","Santa Clara",671,199,"60","28",736,"17",29,547,33,1211,32,108,920,1011
"2013","69450_2012-13","Santa Clara",373,124,"27","20",432,"6",12,619,42,1167,25,124,940,1037
"2014","69450_2013-14","Santa Clara",470,189,"62","46",514,"18",19,688,45,1238,31,114,1037,1079
"2015","69450_2014-15","Santa Clara",314,62,"46","30",286,"4",10,679,36,1269,27,109,1030,1090
"2016","69450_2015-16","Santa Clara",344,71,"35","22",333,"18",7,692,38,1246,26,125,1033,1094
"2017","69450_2016-17","Santa Clara",350,81,"46","39",302,"21",19,748,36,1279,22,127,1066,1146
"2018","69468_2011-12","Santa Clara",324,107,"59","33",201,"109",29,5691,145,1620,2478,601,5141,5394
"2019","69468_2012-13","Santa Clara",460,229,"56","29",442,"112",50,5753,139,1664,2384,724,5204,5460
"2020","69468_2013-14","Santa Clara",320,126,"70","11",279,"57",29,5831,137,1672,2224,846,5214,5496
"2021","69468_2014-15","Santa Clara",174,60,"35","11",128,"43",17,5959,121,1663,2138,911,5204,5588
"2022","69468_2015-16","Santa Clara",150,36,"18","18",85,"49",16,6018,119,1620,2069,910,5161,5575
"2023","69468_2016-17","Santa Clara",200,76,"48","9",148,"49",21,6271,98,1634,1957,909,5227,5642
"2024","69484_2011-12","Santa Clara",1732,702,"20","47",2051,"268",48,170,78,3536,1200,204,2564,2624
"2025","69484_2012-13","Santa Clara",1029,463,"8","33",1242,"168",41,192,74,3623,1192,214,2632,2663
"2026","69484_2013-14","Santa Clara",979,358,"4","23",1133,"138",39,197,78,3762,1165,248,2672,2778
"2027","69484_2014-15","Santa Clara",534,240,"5","14",622,"97",36,202,74,3767,1170,275,2676,2812
"2028","69484_2015-16","Santa Clara",483,149,"5","12",514,"73",28,211,68,3817,1142,344,2719,2863
"2029","69484_2016-17","Santa Clara",650,179,"9","13",700,"72",35,224,89,3854,1088,383,2688,2950
"2030","69500_2015-16","Santa Clara",0,0,"0","*",0,"0",0,9,1,7,99,13,64,65
"2031","69500_2016-17","Santa Clara",3,0,"0","*",0,"1",0,10,0,10,113,11,72,72
"2032","69518_2011-12","Santa Clara",22,2,"7","0",3,"13",1,236,8,79,601,111,491,544
"2033","69518_2012-13","Santa Clara",14,0,"1","1",5,"6",1,258,9,84,537,109,447,550
"2034","69518_2013-14","Santa Clara",20,0,"2","0",1,"15",1,309,6,77,553,134,513,566
"2035","69518_2014-15","Santa Clara",19,9,"3","0",0,"23",1,322,6,76,578,166,572,576
"2036","69518_2015-16","Santa Clara",46,2,"7","0",5,"28",8,339,6,98,570,148,563,598
"2037","69518_2016-17","Santa Clara",20,2,"3","0",5,"12",2,368,6,90,575,120,568,591
"2038","69526_2011-12","Santa Clara",35,11,"1","1",8,"28",8,82,5,43,513,62,328,377
"2039","69526_2012-13","Santa Clara",11,2,"0","0",2,"6",5,85,8,48,544,69,341,413
"2040","69526_2013-14","Santa Clara",40,10,"2","1",4,"42",1,90,6,50,580,69,375,420
"2041","69526_2014-15","Santa Clara",32,3,"1","0",1,"33",0,102,6,50,601,79,414,424
"2042","69526_2015-16","Santa Clara",25,8,"5","1",4,"20",3,112,6,59,578,71,401,425
"2043","69526_2016-17","Santa Clara",66,23,"5","1",4,"71",8,152,6,64,606,56,427,457
"2044","69534_2011-12","Santa Clara",71,5,"5","0",9,"59",3,930,11,207,1847,251,1542,1704
"2045","69534_2012-13","Santa Clara",52,23,"4","0",8,"58",5,942,8,229,1768,285,1576,1656
"2046","69534_2013-14","Santa Clara",57,28,"16","1",11,"48",8,971,9,230,1735,316,1600,1661
"2047","69534_2014-15","Santa Clara",64,22,"10","0",18,"52",6,988,12,243,1732,327,1620,1682
"2048","69534_2015-16","Santa Clara",61,22,"8","0",14,"56",5,978,13,263,1707,350,1620,1691
"2049","69534_2016-17","Santa Clara",35,13,"1","0",8,"36",2,1030,15,244,1715,364,1651,1717
"2050","69542_2011-12","Santa Clara",34,5,"*","1",35,"3",0,1,1,100,5,1,59,49
"2051","69575_2011-12","Santa Clara",115,47,"12","9",108,"23",10,145,31,290,248,85,385,414
"2052","69575_2012-13","Santa Clara",132,22,"6","24",97,"13",14,165,24,283,245,97,387,427
"2053","69575_2013-14","Santa Clara",105,26,"4","14",89,"18",6,173,22,315,262,96,450,418
"2054","69575_2014-15","Santa Clara",51,22,"6","2",44,"16",5,190,23,329,268,104,449,465
"2055","69575_2015-16","Santa Clara",41,9,"5","4",23,"12",6,200,21,303,274,111,427,482
"2056","69575_2016-17","Santa Clara",81,20,"6","3",62,"20",10,236,23,310,288,114,464,507
"2057","69583_2011-12","Santa Clara",0,0,"0","0",0,"0",0,298,106,1935,1646,198,2083,2100
"2058","69583_2012-13","Santa Clara",0,0,"0","0",0,"0",0,330,105,1928,1605,185,2072,2081
"2059","69583_2013-14","Santa Clara",349,117,"10","27",299,"124",6,330,97,1897,1536,185,2004,2041
"2060","69583_2014-15","Santa Clara",250,78,"10","17",212,"76",13,334,111,1900,1464,196,1947,2058
"2061","69583_2015-16","Santa Clara",259,64,"10","12",209,"85",7,349,108,1937,1453,228,1961,2114
"2062","69583_2016-17","Santa Clara",524,104,"8","24",398,"153",45,369,105,1987,1430,258,2006,2143
"2063","69591_2011-12","Santa Clara",211,43,"16","19",157,"40",22,101,29,445,213,90,439,439
"2064","69591_2012-13","Santa Clara",165,48,"24","15",119,"38",17,87,27,454,251,111,423,507
"2065","69591_2013-14","Santa Clara",125,45,"9","9",118,"21",13,93,18,474,259,106,432,518
"2066","69591_2014-15","Santa Clara",99,47,"6","2",98,"30",9,85,11,461,230,119,443,463
"2067","69591_2015-16","Santa Clara",140,51,"2","10",126,"32",21,86,16,443,250,137,459,473
"2068","69591_2016-17","Santa Clara",100,33,"5","1",73,"46",8,110,22,462,277,123,490,504
"2069","69609_2014-15","Santa Clara",59,24,"4","5",46,"23",5,813,65,1008,1757,238,1860,2021
"2070","69609_2016-17","Santa Clara",102,41,"11","4",88,"27",11,903,65,1069,1713,351,1956,2145
"2071","69617_2011-12","Santa Clara",184,72,"7","12",222,"5",10,63,19,432,29,54,304,293
"2072","69617_2012-13","Santa Clara",138,16,"1","9",135,"1",8,56,16,436,22,53,270,313
"2073","69617_2013-14","Santa Clara",100,22,"8","6",92,"0",16,52,17,408,15,46,264,274
"2074","69617_2014-15","Santa Clara",97,70,"5","19",136,"2",5,71,14,386,11,65,285,262
"2075","69617_2015-16","Santa Clara",120,39,"2","12",128,"3",14,72,20,382,13,59,288,258
"2076","69617_2016-17","Santa Clara",95,23,"8","7",95,"1",7,70,15,359,21,42,247,260
"2077","69625_2011-12","Santa Clara",580,196,"49","94",477,"127",29,416,165,1209,499,171,1220,1240
"2078","69625_2012-13","Santa Clara",422,112,"28","45",346,"71",44,506,148,1195,469,153,1199,1272
"2079","69625_2013-14","Santa Clara",627,178,"43","72",490,"129",71,481,127,1206,451,169,1168,1266
"2080","69625_2014-15","Santa Clara",238,38,"14","22",156,"52",32,464,115,1131,454,178,1134,1208
"2081","69625_2015-16","Santa Clara",371,68,"27","42",266,"77",27,529,116,1105,414,170,1102,1232
"2082","69625_2016-17","Santa Clara",428,106,"36","35",347,"85",31,546,112,1052,413,161,1084,1200
"2083","69633_2011-12","Santa Clara",0,0,"0","0",0,"0",0,40,11,52,13,63,80,99
"2084","69633_2012-13","Santa Clara",39,7,"5","6",24,"5",5,74,14,72,6,32,95,103
"2085","69633_2013-14","Santa Clara",9,3,"1","0",3,"6",2,80,6,67,7,29,100,89
"2086","69633_2014-15","Santa Clara",11,3,"0","0",11,"1",2,71,2,71,8,25,90,87
"2087","69633_2015-16","Santa Clara",14,3,"5","1",7,"4",0,77,2,81,9,26,100,95
"2088","69633_2016-17","Santa Clara",29,11,"9","3",16,"8",4,67,6,86,11,32,104,98
"2089","69641_2011-12","Santa Clara",112,34,"17","22",31,"56",20,1799,157,510,2698,414,2683,2895
"2090","69641_2012-13","Santa Clara",64,29,"10","8",28,"28",19,1907,140,537,2653,424,2701,2960
"2091","69641_2013-14","Santa Clara",70,16,"13","5",31,"27",10,2006,135,559,2628,409,2781,2956
"2092","69641_2014-15","Santa Clara",87,14,"28","12",26,"33",2,2122,145,568,2575,417,2806,3021
"2093","69641_2015-16","Santa Clara",74,15,"21","9",20,"32",7,2180,133,577,2618,484,2897,3095
"2094","69641_2016-17","Santa Clara",110,21,"19","19",26,"51",16,2198,116,618,2572,519,2900,3123
"2095","69666_2011-12","Santa Clara",2292,722,"71","172",2223,"413",135,1974,505,7832,4068,798,7390,7787
"2096","69666_2012-13","Santa Clara",2380,700,"96","197",2175,"470",142,2018,487,7936,4033,790,7391,7873
"2097","69666_2013-14","Santa Clara",2085,599,"76","191",1912,"395",110,2032,522,8056,3984,720,7450,7864
"2098","69666_2014-15","Santa Clara",1595,436,"43","139",1451,"293",105,2080,507,8006,3915,716,7405,7819
"2099","69666_2015-16","Santa Clara",1583,459,"44","107",1445,"337",109,2115,476,7980,3886,763,7421,7799
"2100","69666_2016-17","Santa Clara",1446,410,"55","93",1329,"285",94,2151,425,7981,3904,813,7460,7814
"2101","69674_2011-12","Santa Clara",830,332,"78","84",636,"261",103,1222,316,2333,1602,867,3083,3257
"2102","69674_2012-13","Santa Clara",701,206,"58","91",496,"166",96,1202,291,2290,1526,891,3015,3185
"2103","69674_2013-14","Santa Clara",721,229,"64","74",556,"162",94,1212,276,2372,1522,881,3016,3247
"2104","69674_2014-15","Santa Clara",939,220,"63","90",726,"165",115,1246,255,2441,1455,897,3041,3253
"2105","69674_2015-16","Santa Clara",913,258,"74","95",752,"175",75,1347,231,2479,1494,925,3166,3310
"2106","69674_2016-17","Santa Clara",785,286,"63","78",650,"171",109,1464,219,2454,1416,953,3184,3322
"2107","69682_2011-12","Santa Clara",11,0,"7","*",0,"3",1,324,1,18,203,43,300,289
"2108","69682_2012-13","Santa Clara",22,0,"10","*",1,"11",0,334,0,25,194,38,286,305
"2109","69682_2013-14","Santa Clara",29,6,"10","*",0,"25",0,333,1,28,194,25,286,295
"2110","69682_2014-15","Santa Clara",9,5,"6","*",0,"5",3,353,1,21,198,41,305,309
"2111","69682_2015-16","Santa Clara",27,2,"11","*",0,"9",9,346,1,15,188,65,279,336
"2112","69682_2016-17","Santa Clara",11,1,"2","*",0,"8",2,352,1,13,171,51,258,330
"2113","69690_2011-12","Santa Clara",0,0,"0","0",0,"0",0,238,34,548,248,157,544,681
"2114","69690_2012-13","Santa Clara",175,29,"18","21",122,"27",16,270,30,552,264,147,587,676
"2115","69690_2013-14","Santa Clara",130,46,"5","12",110,"35",14,272,36,523,267,158,582,674
"2116","69690_2014-15","Santa Clara",128,20,"14","11",82,"27",14,282,33,527,236,164,600,642
"2117","69690_2015-16","Santa Clara",90,31,"15","7",64,"12",23,296,31,490,261,183,639,622
"2118","69690_2016-17","Santa Clara",98,28,"5","4",78,"19",20,299,25,441,283,181,600,629
"2119","69708_2011-12","Santa Clara",138,26,"6","28",49,"72",9,133,27,191,682,55,551,537
"2120","69708_2012-13","Santa Clara",129,35,"7","23",38,"86",10,161,18,188,688,64,560,559
"2121","69708_2013-14","Santa Clara",51,9,"2","2",15,"29",12,161,21,221,669,70,565,577
"2122","69708_2014-15","Santa Clara",96,32,"2","3",33,"81",9,176,21,234,687,91,598,611
"2123","69708_2015-16","Santa Clara",93,13,"9","7",24,"60",6,232,14,216,695,103,632,628
"2124","69708_2016-17","Santa Clara",92,14,"4","6",41,"48",7,246,12,222,698,116,649,645
"2125","69765_2011-12","Santa Cruz",0,0,"0","0",0,"0",0,7,13,226,237,61,239,305
"2126","69765_2012-13","Santa Cruz",72,26,"0","3",46,"37",12,10,11,220,242,74,262,295
"2127","69765_2013-14","Santa Cruz",26,10,"0","4",19,"11",2,11,18,227,232,56,243,301
"2128","69765_2014-15","Santa Cruz",34,9,"1","1",19,"18",4,7,16,224,251,54,255,297
"2129","69765_2015-16","Santa Cruz",44,20,"0","3",30,"26",5,7,22,249,266,26,274,296
"2130","69765_2016-17","Santa Cruz",47,13,"0","0",31,"24",5,10,18,278,235,25,278,288
"2131","69799_2011-12","Santa Cruz",0,0,"0","0",0,"0",0,88,39,6489,1585,135,4111,4225
"2132","69799_2012-13","Santa Cruz",201,52,"2","5",218,"26",2,82,33,6534,1547,126,4114,4208
"2133","69799_2013-14","Santa Cruz",977,295,"2","6",1129,"119",16,85,27,6723,1506,120,4180,4281
"2134","69799_2014-15","Santa Cruz",288,103,"1","6",325,"56",3,82,39,6851,1445,127,4212,4332
"2135","69799_2015-16","Santa Cruz",135,26,"3","3",150,"5",0,76,39,6967,1363,132,4209,4368
"2136","69799_2016-17","Santa Cruz",352,85,"0","5",399,"33",0,83,41,7092,1358,133,4280,4427
"2137","69807_2011-12","Santa Cruz",120,39,"4","5",23,"114",13,36,27,208,1311,160,847,895
"2138","69807_2012-13","Santa Cruz",127,13,"1","1",18,"104",15,41,27,235,1399,143,893,952
"2139","69807_2013-14","Santa Cruz",171,58,"2","2",25,"165",35,47,26,257,1319,161,879,931
"2140","69807_2014-15","Santa Cruz",172,24,"0","1",20,"147",28,53,24,277,1332,190,909,967
"2141","69807_2015-16","Santa Cruz",94,11,"0","0",8,"84",12,59,20,317,1286,174,908,948
"2142","69807_2016-17","Santa Cruz",117,28,"0","0",30,"101",14,68,21,326,1342,200,938,1019
"2143","69815_2011-12","Santa Cruz",41,1,"0","0",14,"26",2,0,0,0,0,0,0,0
"2144","69815_2012-13","Santa Cruz",10,1,"0","0",2,"6",3,0,0,0,0,0,0,0
"2145","69815_2013-14","Santa Cruz",5,0,"0","0",3,"2",0,0,0,0,0,0,0,0
"2146","69815_2014-15","Santa Cruz",23,1,"0","0",2,"22",0,0,0,0,0,0,0,0
"2147","69815_2015-16","Santa Cruz",16,4,"2","0",10,"7",1,0,0,0,0,0,0,0
"2148","69815_2016-17","Santa Cruz",9,0,"0","0",3,"5",0,0,0,0,0,0,0,0
"2149","69823_2011-12","Santa Cruz",298,63,"3","16",198,"125",17,113,81,1476,2399,222,2111,2180
"2150","69823_2012-13","Santa Cruz",210,82,"0","17",141,"111",23,106,81,1562,2314,243,2106,2200
"2151","69823_2013-14","Santa Cruz",126,44,"2","8",88,"62",10,99,78,1586,2211,252,2076,2150
"2152","69823_2014-15","Santa Cruz",58,19,"0","2",47,"24",4,96,68,1635,2242,253,2112,2182
"2153","69823_2015-16","Santa Cruz",111,43,"0","1",81,"63",9,90,66,1584,2203,248,2066,2125
"2154","69823_2016-17","Santa Cruz",139,76,"1","2",113,"82",16,99,51,1562,2211,254,1996,2181
"2155","69849_2011-12","Santa Cruz",80,19,"2","6",25,"56",9,10,8,132,275,30,242,213
"2156","69849_2012-13","Santa Cruz",119,13,"2","7",31,"78",14,12,6,146,257,39,228,232
"2157","69849_2014-15","Santa Cruz",92,7,"4","0",34,"57",4,13,2,165,280,35,232,263
"2158","69849_2015-16","Santa Cruz",59,23,"1","*",27,"44",9,11,3,171,293,39,243,274
"2159","69849_2016-17","Santa Cruz",79,21,"1","0",37,"49",13,11,4,168,301,38,265,257
"2160","69856_2011-12","Shasta",492,174,"0","15",73,"463",115,24,15,272,1513,212,1023,1013
"2161","69856_2013-14","Shasta",254,130,"5","9",60,"265",44,35,24,308,1412,197,939,1037
"2162","69856_2014-15","Shasta",201,73,"1","2",33,"184",51,32,27,297,1328,201,858,1027
"2163","69856_2015-16","Shasta",156,62,"3","3",12,"171",24,39,28,302,1299,176,855,989
"2164","69856_2016-17","Shasta",217,72,"3","13",41,"189",38,40,30,293,1274,175,824,988
"2165","69872_2014-15","Shasta",28,7,"*","*",7,"22",3,1,0,7,53,7,35,33
"2166","69872_2015-16","Shasta",37,5,"*","*",2,"29",10,2,0,8,42,9,32,29
"2167","69880_2014-15","Shasta",39,5,"*","*",1,"30",8,1,1,4,30,5,21,20
"2168","69880_2015-16","Shasta",8,1,"*","*",2,"6",0,1,1,4,35,8,17,32
"2169","69880_2016-17","Shasta",14,2,"*","*",0,"14",0,1,2,0,39,5,24,23
"2170","69914_2011-12","Shasta",270,50,"1","15",28,"245",31,12,12,55,195,32,156,150
"2171","69914_2012-13","Shasta",213,66,"2","8",35,"205",29,8,14,51,152,25,132,118
"2172","69914_2013-14","Shasta",188,58,"0","4",42,"183",17,6,8,60,162,26,147,115
"2173","69914_2014-15","Shasta",116,22,"3","3",24,"97",11,12,7,60,160,37,153,123
"2174","69914_2015-16","Shasta",79,19,"0","3",16,"64",9,16,5,53,155,22,123,128
"2175","69914_2016-17","Shasta",134,29,"0","3",25,"120",15,16,5,50,145,13,109,120
"2176","69955_2011-12","Shasta",77,26,"0","1",10,"76",15,3,1,23,168,25,104,116
"2177","69955_2013-14","Shasta",56,10,"1","0",7,"46",11,2,3,25,165,24,108,111
"2178","69955_2014-15","Shasta",39,12,"0","0",10,"35",6,3,4,32,170,16,108,117
"2179","69955_2015-16","Shasta",38,7,"1","*",5,"36",3,3,1,30,189,13,118,118
"2180","69955_2016-17","Shasta",24,8,"0","0",4,"22",6,6,1,35,191,16,137,112
"2181","69971_2011-12","Shasta",214,60,"7","12",40,"185",30,43,25,110,434,74,315,371
"2182","69971_2012-13","Shasta",340,76,"6","12",67,"289",42,43,15,115,451,71,318,377
"2183","69971_2013-14","Shasta",400,76,"2","11",73,"333",55,46,16,127,456,68,328,385
"2184","69971_2014-15","Shasta",268,62,"8","12",37,"224",49,64,16,121,426,86,342,371
"2185","69971_2015-16","Shasta",343,52,"8","6",47,"248",85,63,14,115,410,98,326,374
"2186","69971_2016-17","Shasta",387,67,"4","12",65,"293",80,63,16,110,421,99,333,376
"2187","69989_2011-12","Shasta",271,53,"*","*",36,"204",83,0,2,107,317,79,245,260
"2188","69989_2012-13","Shasta",322,55,"*","*",48,"242",86,4,1,111,317,83,243,273
"2189","69989_2013-14","Shasta",183,24,"*","*",35,"138",33,1,2,126,304,83,240,276
"2190","69989_2014-15","Shasta",190,37,"*","*",30,"162",34,2,2,110,316,76,246,260
"2191","69989_2015-16","Shasta",170,31,"*","*",24,"132",43,2,1,100,321,86,249,261
"2192","69989_2016-17","Shasta",0,0,"*","*",0,"0",0,3,0,108,312,94,248,269
"2193","70011_2011-12","Shasta",21,5,"0","1",3,"17",5,4,0,19,89,18,68,62
"2194","70011_2012-13","Shasta",33,7,"0","*",3,"25",11,1,2,19,94,14,57,73
"2195","70011_2013-14","Shasta",54,2,"1","1",4,"30",20,5,3,16,108,14,58,88
