"","dist_year","Expulsion_Female","Expulsion_Male","Expulsion_Total","Expulsion_Asian","Expulsion_Black","Expulsion_Hispanic","Expulsion_White","Expulsion_Other"
"3213","61739_2014-15",0,3,3,1,1,1,0,0
"3214","61747_2014-15",0,0,0,0,0,0,0,NA
"3215","61754_2014-15",1,13,14,1,0,9,2,2
"3216","61762_2014-15",2,7,9,0,0,4,3,NA
"3217","61770_2014-15",0,0,0,0,0,0,0,NA
"3218","61788_2014-15",0,1,1,0,0,1,0,0
"3219","61796_2014-15",0,6,6,1,1,4,0,0
"3220","61804_2014-15",0,1,1,0,0,1,0,0
"3221","61812_2014-15",0,0,0,0,0,0,0,NA
"3222","61820_2014-15",0,0,0,0,0,0,0,NA
"3223","61838_2014-15",1,0,1,0,0,1,0,NA
"3224","61846_2014-15",0,0,0,NA,NA,0,0,NA
"3225","61853_2014-15",3,13,16,0,0,2,11,NA
"3226","61879_2014-15",0,0,0,0,NA,0,0,NA
"3227","61887_2014-15",0,0,0,NA,NA,0,0,NA
"3228","61895_2014-15",0,NA,0,0,0,0,0,NA
"3229","61903_2014-15",0,1,1,0,0,0,0,NA
"3230","61911_2014-15",0,0,0,NA,0,0,0,NA
"3231","61929_2014-15",0,0,0,NA,NA,0,0,NA
"3232","61945_2014-15",1,0,1,0,NA,0,1,NA
"3233","61952_2014-15",0,1,1,0,NA,0,1,NA
"3234","61960_2014-15",0,0,0,NA,NA,0,0,NA
"3235","61978_2014-15",0,0,0,0,0,0,0,NA
"3236","61986_2014-15",NA,NA,0,0,0,NA,0,0
"3237","61994_2014-15",0,0,0,NA,NA,0,0,NA
"3238","62026_2014-15",0,0,0,0,0,0,0,NA
"3239","62042_2014-15",0,0,0,NA,0,0,NA,NA
"3240","62109_2014-15",0,0,0,0,NA,0,0,NA
"3241","62117_2014-15",13,31,44,2,3,25,12,2
"3242","62125_2014-15",6,14,20,0,0,18,2,NA
"3243","62158_2014-15",0,1,1,0,0,1,0,NA
"3244","62166_2014-15",29,116,145,1,50,81,10,3
"3245","62240_2014-15",0,5,5,0,0,5,0,NA
"3246","62257_2014-15",1,13,14,0,NA,12,2,NA
"3247","62265_2014-15",0,0,0,0,0,0,0,NA
"3248","62281_2014-15",0,5,5,NA,NA,4,1,NA
"3249","62323_2014-15",0,0,0,NA,NA,0,NA,NA
"3250","62331_2014-15",0,0,0,0,0,0,0,NA
"3251","62356_2014-15",0,0,0,0,NA,0,0,NA
"3252","62364_2014-15",0,0,0,0,NA,0,0,NA
"3253","62372_2014-15",0,0,0,0,NA,NA,0,NA
"3254","62380_2014-15",0,0,0,0,0,0,0,NA
"3255","62414_2014-15",4,16,20,0,0,16,3,1
"3256","62430_2014-15",2,8,10,0,0,10,0,NA
"3257","62513_2014-15",0,0,0,0,NA,0,0,NA
"3258","62539_2014-15",0,0,0,0,0,0,0,NA
"3259","62547_2014-15",0,0,0,0,0,0,0,NA
"3260","62554_2014-15",0,0,0,NA,0,0,0,NA
"3261","62596_2014-15",0,0,0,NA,0,0,0,NA
"3262","62638_2014-15",0,0,0,NA,0,0,0,NA
"3263","62646_2014-15",0,0,0,0,0,0,0,NA
"3264","62653_2014-15",0,0,0,0,NA,NA,0,NA
"3265","62661_2014-15",0,0,0,0,0,0,0,NA
"3266","62679_2014-15",0,0,0,0,0,0,0,NA
"3267","62687_2014-15",2,8,10,0,0,2,8,0
"3268","62695_2014-15",0,0,0,0,0,NA,0,NA
"3269","62703_2014-15",0,0,0,0,NA,0,0,0
"3270","62729_2014-15",0,0,0,0,0,NA,0,NA
"3271","62737_2014-15",0,0,0,0,0,NA,0,NA
"3272","62745_2014-15",0,0,0,0,NA,0,0,NA
"3273","62794_2014-15",0,0,0,NA,NA,NA,0,0
"3274","62810_2014-15",2,4,6,0,NA,1,4,NA
"3275","62828_2014-15",0,0,0,NA,0,0,0,0
"3276","62836_2014-15",0,0,0,NA,NA,NA,0,NA
"3277","62851_2014-15",NA,NA,0,0,0,NA,NA,NA
"3278","62885_2014-15",0,1,1,NA,0,0,1,NA
"3279","62893_2014-15",0,0,0,0,NA,0,0,NA
"3280","62901_2014-15",0,0,0,NA,NA,0,0,NA
"3281","62919_2014-15",0,0,0,NA,0,0,0,NA
"3282","62927_2014-15",0,0,0,0,NA,0,0,NA
"3283","62935_2014-15",NA,NA,0,0,NA,0,NA,NA
"3284","62950_2014-15",0,0,0,0,0,0,0,NA
"3285","62968_2014-15",NA,NA,0,0,0,0,0,NA
"3286","62976_2014-15",0,0,0,0,NA,0,0,NA
"3287","62984_2014-15",0,0,0,0,NA,NA,0,NA
"3288","63008_2014-15",0,0,0,0,NA,0,0,NA
"3289","63024_2014-15",0,0,0,0,NA,0,0,0
"3290","63032_2014-15",0,0,0,0,0,0,0,NA
"3291","63040_2014-15",0,0,0,NA,0,0,0,NA
"3292","63057_2014-15",0,0,0,NA,0,0,0,NA
"3293","63073_2014-15",0,0,0,NA,0,0,0,NA
"3294","63081_2014-15",1,10,11,0,0,11,0,NA
"3295","63099_2014-15",0,0,0,0,NA,0,0,NA
"3296","63107_2014-15",0,0,0,NA,0,0,0,NA
"3297","63115_2014-15",0,1,1,0,0,1,0,NA
"3298","63123_2014-15",0,7,7,0,0,6,1,NA
"3299","63131_2014-15",0,0,0,0,NA,0,NA,NA
"3300","63149_2014-15",0,0,0,NA,NA,0,0,NA
"3301","63164_2014-15",0,0,0,0,0,0,0,NA
"3302","63172_2014-15",0,0,0,NA,0,0,0,NA
"3303","63180_2014-15",0,0,0,0,NA,0,0,NA
"3304","63198_2014-15",0,0,0,0,NA,0,0,NA
"3305","63206_2014-15",0,0,0,NA,NA,0,0,NA
"3306","63214_2014-15",0,0,0,NA,NA,0,0,0
"3307","63222_2014-15",0,0,0,0,NA,0,0,NA
"3308","63230_2014-15",0,0,0,NA,NA,0,0,NA
"3309","63248_2014-15",0,0,0,0,0,0,0,NA
"3310","63271_2014-15",0,0,0,0,NA,NA,0,NA
"3311","63289_2014-15",0,0,0,NA,NA,0,0,NA
"3312","63297_2014-15",0,0,0,0,NA,0,0,NA
"3313","63305_2014-15",0,0,0,0,NA,0,0,NA
"3314","63313_2014-15",1,10,11,NA,0,11,0,NA
"3315","63321_2014-15",9,26,35,1,9,20,4,1
"3316","63339_2014-15",0,0,0,NA,0,0,0,NA
"3317","63347_2014-15",0,0,0,0,0,0,NA,0
"3318","63354_2014-15",NA,NA,NA,0,0,NA,NA,NA
"3319","63362_2014-15",1,2,3,0,1,2,0,0
"3320","63370_2014-15",0,0,0,NA,NA,0,0,NA
"3321","63388_2014-15",0,0,0,0,NA,NA,0,NA
"3322","63404_2014-15",0,1,1,0,0,1,0,NA
"3323","63412_2014-15",2,13,15,0,1,13,1,NA
"3324","63420_2014-15",0,0,0,NA,0,0,0,0
"3325","63438_2014-15",0,1,1,NA,0,1,0,NA
"3326","63446_2014-15",0,0,0,0,NA,0,0,NA
"3327","63461_2014-15",0,1,1,0,0,0,1,NA
"3328","63479_2014-15",0,5,5,0,1,1,3,NA
"3329","63487_2014-15",0,0,0,NA,NA,0,0,0
"3330","63503_2014-15",0,1,1,0,0,1,0,NA
"3331","63529_2014-15",14,52,66,0,8,45,9,4
"3332","63545_2014-15",0,0,0,NA,0,0,0,NA
"3333","63552_2014-15",0,0,0,0,0,0,0,NA
"3334","63560_2014-15",0,0,0,NA,NA,0,0,NA
"3335","63578_2014-15",0,1,1,0,0,1,0,NA
"3336","63586_2014-15",0,0,0,0,NA,NA,0,NA
"3337","63594_2014-15",0,0,0,NA,NA,0,NA,0
"3338","63610_2014-15",0,0,0,NA,NA,0,0,NA
"3339","63628_2014-15",0,0,0,0,0,0,0,0
"3340","63651_2014-15",0,0,0,0,0,NA,0,NA
"3341","63669_2014-15",0,0,0,0,0,0,0,NA
"3342","63677_2014-15",6,21,27,0,16,5,4,NA
"3343","63685_2014-15",0,1,1,0,0,1,0,NA
"3344","63693_2014-15",0,0,0,0,0,0,0,NA
"3345","63719_2014-15",0,0,0,NA,NA,0,NA,NA
"3346","63750_2014-15",0,2,2,0,0,1,1,NA
"3347","63768_2014-15",0,0,0,0,NA,0,0,0
"3348","63776_2014-15",0,0,0,0,0,0,0,0
"3349","63784_2014-15",0,0,0,0,NA,0,0,NA
"3350","63792_2014-15",0,1,1,0,0,0,1,0
"3351","63800_2014-15",0,2,2,0,0,0,2,NA
"3352","63818_2014-15",0,2,2,NA,0,1,1,NA
"3353","63826_2014-15",0,11,11,0,0,4,7,NA
"3354","63834_2014-15",0,0,0,0,0,0,0,NA
"3355","63842_2014-15",0,0,0,0,0,0,0,NA
"3356","63859_2014-15",0,0,0,NA,0,0,0,NA
"3357","63875_2014-15",1,2,3,0,0,2,1,NA
"3358","63883_2014-15",0,4,4,0,0,1,0,3
"3359","63891_2014-15",4,20,24,NA,3,20,1,NA
"3360","63917_2014-15",3,14,17,0,2,11,4,NA
"3361","63925_2014-15",7,26,33,0,4,26,3,NA
"3362","63933_2014-15",0,0,0,0,NA,0,0,0
"3363","63941_2014-15",0,0,0,NA,NA,0,0,NA
"3364","63958_2014-15",0,0,0,NA,NA,0,0,NA
"3365","63966_2014-15",0,1,1,NA,0,1,0,NA
"3366","63974_2014-15",6,8,14,0,1,9,1,NA
"3367","63982_2014-15",14,21,35,0,4,22,5,NA
"3368","63990_2014-15",0,0,0,0,0,0,0,NA
"3369","64014_2014-15",3,4,7,0,0,1,5,NA
"3370","64022_2014-15",2,7,9,0,1,5,3,NA
"3371","64030_2014-15",0,4,4,0,0,1,3,NA
"3372","64048_2014-15",0,0,0,NA,0,0,0,NA
"3373","64055_2014-15",0,2,2,NA,NA,0,2,NA
"3374","64063_2014-15",0,0,0,NA,NA,0,0,NA
"3375","64071_2014-15",0,0,0,NA,NA,0,0,NA
"3376","64089_2014-15",0,0,0,0,0,0,0,NA
"3377","64105_2014-15",0,0,0,NA,0,0,0,NA
"3378","64113_2014-15",0,0,0,0,0,0,0,NA
"3379","64139_2014-15",0,0,0,NA,0,0,0,NA
"3380","64162_2014-15",0,0,0,NA,0,0,0,NA
"3381","64170_2014-15",0,0,0,0,0,0,0,NA
"3382","64188_2014-15",0,0,0,0,NA,0,0,NA
"3383","64196_2014-15",0,0,0,0,0,0,0,NA
"3384","64204_2014-15",0,0,0,0,0,0,0,NA
"3385","64212_2014-15",0,0,0,0,0,0,0,0
"3386","64246_2014-15",41,109,150,1,77,57,9,6
"3387","64261_2014-15",0,0,0,0,0,0,0,NA
"3388","64279_2014-15",0,0,0,0,0,0,0,NA
"3389","64287_2014-15",3,5,8,0,0,8,0,0
"3390","64295_2014-15",0,1,1,0,0,1,0,NA
"3391","64303_2014-15",1,12,13,0,2,8,3,0
"3392","64311_2014-15",1,1,2,0,0,1,1,NA
"3393","64329_2014-15",0,8,8,0,1,6,1,0
"3394","64337_2014-15",0,3,3,0,1,2,0,0
"3395","64345_2014-15",0,0,0,0,0,0,0,NA
"3396","64352_2014-15",0,4,4,0,1,3,0,0
"3397","64378_2014-15",0,1,1,0,0,1,0,0
"3398","64394_2014-15",0,2,2,0,2,0,0,0
"3399","64436_2014-15",0,0,0,0,0,0,0,0
"3400","64444_2014-15",0,5,5,0,2,3,0,0
"3401","64451_2014-15",1,5,6,0,0,6,0,NA
"3402","64469_2014-15",0,0,0,0,0,0,0,NA
"3403","64477_2014-15",0,5,5,0,3,1,0,NA
"3404","64485_2014-15",0,0,0,0,0,0,0,NA
"3405","64501_2014-15",0,0,0,0,0,0,0,NA
"3406","64519_2014-15",1,3,4,1,0,3,0,NA
"3407","64527_2014-15",1,1,2,0,0,2,0,NA
"3408","64535_2014-15",0,0,0,0,0,0,0,0
"3409","64550_2014-15",0,5,5,0,0,5,0,NA
"3410","64568_2014-15",0,2,2,0,0,0,2,0
"3411","64576_2014-15",0,0,0,0,0,0,0,NA
"3412","64584_2014-15",0,0,0,0,0,0,0,NA
"3413","64592_2014-15",0,0,0,0,0,0,0,0
"3414","64600_2014-15",0,0,0,0,NA,0,0,NA
"3415","64626_2014-15",0,0,0,NA,NA,0,0,NA
"3416","64634_2014-15",0,9,9,0,5,4,0,0
"3417","64642_2014-15",1,8,9,NA,4,3,2,NA
"3418","64659_2014-15",0,0,0,0,0,0,0,NA
"3419","64667_2014-15",9,43,52,0,34,15,2,1
"3420","64683_2014-15",0,0,0,0,0,0,0,0
"3421","64691_2014-15",1,2,3,0,0,3,0,NA
"3422","64709_2014-15",0,0,0,0,0,0,0,NA
"3423","64717_2014-15",0,0,0,0,0,0,0,NA
"3424","64725_2014-15",4,23,27,2,11,11,2,1
"3425","64733_2014-15",16,78,94,4,16,66,4,4
"3426","64758_2014-15",0,0,0,NA,0,0,0,NA
"3427","64766_2014-15",0,0,0,0,0,0,0,NA
"3428","64774_2014-15",0,0,0,0,0,0,0,NA
"3429","64790_2014-15",2,7,9,0,2,6,1,NA
"3430","64808_2014-15",0,3,3,0,0,3,0,0
"3431","64816_2014-15",0,0,0,0,NA,0,NA,NA
"3432","64832_2014-15",0,0,0,0,0,0,0,NA
"3433","64840_2014-15",1,10,11,0,1,10,0,0
"3434","64857_2014-15",0,10,10,0,5,3,0,2
"3435","64865_2014-15",0,0,0,0,0,0,0,0
"3436","64873_2014-15",0,2,2,0,1,1,0,0
"3437","64881_2014-15",0,3,3,0,0,2,1,0
"3438","64907_2014-15",1,8,9,0,1,7,1,0
"3439","64931_2014-15",0,0,0,0,0,0,0,NA
"3440","64964_2014-15",0,0,0,0,0,0,0,NA
"3441","64980_2014-15",1,3,4,0,2,1,0,1
"3442","64998_2014-15",0,0,0,0,0,0,0,0
"3443","65029_2014-15",3,3,6,2,0,3,1,NA
"3444","65037_2014-15",0,0,0,0,0,0,0,NA
"3445","65045_2014-15",0,0,0,0,0,0,0,NA
"3446","65052_2014-15",0,0,0,0,0,0,0,0
"3447","65060_2014-15",1,15,16,1,1,7,6,1
"3448","65078_2014-15",0,0,0,0,0,0,NA,NA
"3449","65094_2014-15",1,5,6,0,0,4,0,2
"3450","65102_2014-15",0,4,4,0,2,0,2,0
"3451","65110_2014-15",0,0,0,0,0,0,0,NA
"3452","65128_2014-15",5,17,22,0,1,20,1,NA
"3453","65136_2014-15",3,13,16,0,0,12,3,1
"3454","65151_2014-15",0,1,1,NA,0,0,0,NA
"3455","65177_2014-15",0,0,0,NA,0,0,0,NA
"3456","65185_2014-15",0,0,0,0,NA,0,0,NA
"3457","65193_2014-15",3,5,8,0,0,4,4,NA
"3458","65201_2014-15",0,1,1,0,0,1,0,NA
"3459","65243_2014-15",13,34,47,0,2,45,0,0
"3460","65276_2014-15",0,0,0,NA,0,0,0,NA
"3461","65300_2014-15",0,0,0,NA,0,0,0,NA
"3462","65318_2014-15",0,0,0,0,0,0,0,NA
"3463","65334_2014-15",0,0,0,0,NA,0,0,NA
"3464","65342_2014-15",NA,0,0,0,0,NA,NA,NA
"3465","65359_2014-15",0,0,0,NA,NA,0,0,NA
"3466","65367_2014-15",0,0,0,0,NA,0,0,NA
"3467","65375_2014-15",NA,NA,0,0,0,NA,NA,NA
"3468","65391_2014-15",0,0,0,0,0,0,0,NA
"3469","65409_2014-15",0,0,0,NA,0,0,0,0
"3470","65417_2014-15",1,5,6,0,0,4,1,1
"3471","65425_2014-15",0,0,0,0,0,0,0,NA
"3472","65433_2014-15",0,0,0,NA,0,0,0,NA
"3473","65458_2014-15",0,1,1,0,0,1,0,0
"3474","65466_2014-15",0,0,0,0,0,0,0,NA
"3475","65474_2014-15",0,0,0,0,0,0,0,NA
"3476","65482_2014-15",0,0,0,0,0,0,0,0
"3477","65516_2014-15",NA,NA,NA,0,0,NA,NA,0
"3478","65532_2014-15",0,0,0,0,0,0,0,NA
"3479","65540_2014-15",1,0,1,0,NA,1,0,NA
"3480","65557_2014-15",0,0,0,NA,0,0,0,0
"3481","65565_2014-15",0,0,0,0,0,0,0,NA
"3482","65573_2014-15",0,0,0,0,0,0,0,NA
"3483","65581_2014-15",0,0,0,0,0,0,0,NA
"3484","65599_2014-15",0,0,0,0,NA,0,0,NA
"3485","65607_2014-15",0,0,0,0,NA,0,0,NA
"3486","65615_2014-15",9,17,26,0,1,18,4,NA
"3487","65623_2014-15",0,0,0,0,0,0,0,NA
"3488","65631_2014-15",0,7,7,0,1,5,1,0
"3489","65649_2014-15",0,0,0,NA,NA,0,0,NA
"3490","65680_2014-15",0,0,0,NA,0,0,0,NA
"3491","65698_2014-15",0,4,4,0,NA,2,2,NA
"3492","65722_2014-15",0,0,0,NA,NA,0,0,NA
"3493","65730_2014-15",0,0,0,0,NA,0,0,NA
"3494","65748_2014-15",0,1,1,0,0,1,0,NA
"3495","65755_2014-15",15,23,38,0,3,30,3,NA
"3496","65763_2014-15",0,0,0,0,NA,0,0,NA
"3497","65771_2014-15",5,12,17,0,1,12,1,3
"3498","65789_2014-15",17,60,77,4,9,55,9,NA
"3499","65813_2014-15",0,0,0,0,0,0,0,0
"3500","65821_2014-15",0,0,0,NA,NA,0,0,NA
"3501","65839_2014-15",0,0,0,NA,NA,0,0,0
"3502","65862_2014-15",1,10,11,2,1,6,1,NA
"3503","65870_2014-15",0,0,0,0,0,0,0,NA
"3504","65896_2014-15",0,0,0,NA,0,0,0,NA
"3505","65961_2014-15",0,0,0,0,0,0,0,NA
"3506","65979_2014-15",0,0,0,NA,0,0,0,NA
"3507","65987_2014-15",2,2,4,0,0,0,4,NA
"3508","65995_2014-15",0,0,0,0,0,0,NA,NA
"3509","66027_2014-15",0,0,0,0,0,0,NA,NA
"3510","66035_2014-15",0,0,0,NA,0,0,0,NA
"3511","66050_2014-15",0,0,0,0,NA,0,0,NA
"3512","66068_2014-15",0,2,2,NA,0,2,0,NA
"3513","66076_2014-15",0,0,0,NA,0,0,0,NA
"3514","66084_2014-15",0,0,0,NA,0,0,0,NA
"3515","66092_2014-15",0,2,2,0,0,0,1,1
"3516","66134_2014-15",0,2,2,0,0,1,1,NA
"3517","66142_2014-15",0,0,0,0,0,0,0,0
"3518","66159_2014-15",0,3,3,0,0,3,0,0
"3519","66167_2014-15",0,0,0,0,0,0,0,NA
"3520","66175_2014-15",0,0,0,0,0,0,NA,0
"3521","66183_2014-15",0,0,0,0,0,0,NA,NA
"3522","66191_2014-15",0,3,3,0,0,3,0,NA
"3523","66225_2014-15",0,0,0,0,NA,0,0,NA
"3524","66233_2014-15",0,0,0,0,NA,0,0,NA
"3525","66241_2014-15",0,0,0,NA,NA,0,0,NA
"3526","66258_2014-15",0,0,0,NA,NA,0,0,NA
"3527","66266_2014-15",0,2,2,0,0,1,1,0
"3528","66282_2014-15",0,0,0,0,0,0,0,NA
"3529","66290_2014-15",0,0,0,0,NA,0,0,NA
"3530","66316_2014-15",0,0,0,NA,0,0,0,NA
"3531","66324_2014-15",0,0,0,NA,0,0,0,NA
"3532","66332_2014-15",0,0,0,0,NA,0,0,NA
"3533","66340_2014-15",0,0,0,NA,0,0,0,NA
"3534","66357_2014-15",2,9,11,0,0,1,10,NA
"3535","66373_2014-15",0,0,0,NA,NA,0,0,NA
"3536","66407_2014-15",0,0,0,NA,NA,0,0,NA
"3537","66415_2014-15",0,0,0,0,NA,0,0,NA
"3538","66423_2014-15",0,0,0,0,0,0,0,0
"3539","66431_2014-15",2,4,6,0,0,5,1,NA
"3540","66449_2014-15",0,3,3,0,0,3,0,NA
"3541","66456_2014-15",0,0,0,0,0,0,0,0
"3542","66464_2014-15",3,26,29,1,0,13,13,2
"3543","66472_2014-15",0,0,0,0,0,0,0,NA
"3544","66480_2014-15",0,0,0,0,0,0,0,NA
"3545","66498_2014-15",0,0,0,0,0,0,0,0
"3546","66506_2014-15",0,0,0,0,0,0,0,0
"3547","66514_2014-15",4,16,20,2,3,14,0,1
"3548","66522_2014-15",0,3,3,0,1,1,1,0
"3549","66530_2014-15",0,2,2,0,0,1,1,0
"3550","66548_2014-15",7,10,17,2,0,7,6,2
"3551","66555_2014-15",0,1,1,0,0,0,1,NA
"3552","66563_2014-15",0,0,0,0,0,0,0,NA
"3553","66589_2014-15",0,0,0,0,0,0,0,0
"3554","66597_2014-15",0,0,0,0,0,0,0,NA
"3555","66613_2014-15",0,1,1,0,0,1,0,NA
"3556","66621_2014-15",1,2,3,0,0,2,1,0
"3557","66647_2014-15",0,7,7,0,0,4,3,0
"3558","66670_2014-15",6,29,35,1,0,34,0,0
"3559","66696_2014-15",0,0,0,0,0,0,0,NA
"3560","66746_2014-15",0,1,1,0,0,1,0,0
"3561","66761_2014-15",0,0,0,NA,NA,0,0,NA
"3562","66779_2014-15",0,0,0,NA,0,NA,0,NA
"3563","66787_2014-15",1,3,4,0,0,3,1,NA
"3564","66795_2014-15",0,0,0,NA,NA,0,0,NA
"3565","66803_2014-15",0,2,2,0,0,0,1,1
"3566","66829_2014-15",0,0,0,0,0,0,0,NA
"3567","66837_2014-15",0,0,0,NA,NA,0,0,NA
"3568","66845_2014-15",0,0,0,0,0,0,0,NA
"3569","66852_2014-15",0,0,0,0,0,0,0,NA
"3570","66886_2014-15",0,0,0,NA,NA,0,0,NA
"3571","66894_2014-15",5,18,23,0,0,2,18,NA
"3572","66910_2014-15",0,0,0,0,0,0,0,0
"3573","66928_2014-15",0,1,1,0,0,0,1,0
"3574","66944_2014-15",0,5,5,0,0,1,3,NA
"3575","66951_2014-15",0,0,0,0,0,0,0,0
"3576","66969_2014-15",0,0,0,0,0,0,0,NA
"3577","66977_2014-15",19,68,87,1,6,70,8,NA
"3578","66985_2014-15",0,1,1,0,0,1,0,0
"3579","66993_2014-15",4,9,13,0,0,9,4,0
"3580","67033_2014-15",15,69,84,1,4,64,12,3
"3581","67041_2014-15",0,0,0,0,0,0,NA,NA
"3582","67058_2014-15",14,57,71,0,3,62,6,0
"3583","67082_2014-15",17,65,82,0,20,43,15,4
"3584","67090_2014-15",8,30,38,0,1,31,6,0
"3585","67116_2014-15",0,0,0,0,0,0,0,0
"3586","67124_2014-15",17,73,90,1,24,54,9,2
"3587","67157_2014-15",0,0,0,0,0,0,0,NA
"3588","67173_2014-15",15,75,90,0,15,65,9,1
"3589","67181_2014-15",0,0,0,0,0,0,0,NA
"3590","67199_2014-15",0,0,0,0,0,0,0,0
"3591","67207_2014-15",2,9,11,0,1,7,1,2
"3592","67215_2014-15",24,85,109,0,20,71,16,2
"3593","67231_2014-15",0,1,1,0,0,1,0,NA
"3594","67249_2014-15",2,6,8,0,1,4,1,2
"3595","67280_2014-15",0,0,0,NA,NA,0,0,NA
"3596","67314_2014-15",2,34,36,4,7,13,6,6
"3597","67322_2014-15",0,0,0,NA,0,0,0,NA
"3598","67330_2014-15",14,30,44,1,10,12,19,2
"3599","67348_2014-15",0,6,6,0,1,4,1,NA
"3600","67355_2014-15",0,0,0,0,0,0,0,NA
"3601","67413_2014-15",0,1,1,0,0,1,0,NA
"3602","67421_2014-15",0,0,0,0,0,0,0,0
"3603","67439_2014-15",2,8,10,1,5,3,1,0
"3604","67447_2014-15",12,25,37,0,10,10,15,2
"3605","67454_2014-15",0,0,0,0,0,0,0,0
"3606","67462_2014-15",0,0,0,0,0,0,0,0
"3607","67470_2014-15",0,9,9,0,0,9,0,0
"3608","67488_2014-15",NA,NA,0,0,0,NA,NA,0
"3609","67504_2014-15",0,0,0,NA,NA,0,0,NA
"3610","67520_2014-15",NA,NA,NA,0,0,NA,NA,0
"3611","67538_2014-15",0,0,0,0,0,0,0,NA
"3612","67553_2014-15",0,0,0,NA,0,0,0,NA
"3613","67561_2014-15",0,0,0,0,0,0,0,NA
"3614","67579_2014-15",NA,0,0,0,0,0,NA,NA
"3615","67587_2014-15",0,0,0,0,0,0,0,0
"3616","67595_2014-15",0,0,0,0,0,0,0,0
"3617","67611_2014-15",0,0,0,0,0,0,0,NA
"3618","67637_2014-15",0,0,0,0,0,0,0,NA
"3619","67645_2014-15",0,0,0,0,0,0,0,NA
"3620","67652_2014-15",19,98,117,2,15,81,13,6
"3621","67678_2014-15",2,23,25,0,0,21,4,0
"3622","67686_2014-15",10,26,36,0,5,26,1,4
"3623","67694_2014-15",0,0,0,0,0,0,0,NA
"3624","67702_2014-15",0,0,0,0,0,0,0,0
"3625","67710_2014-15",2,16,18,0,4,14,0,0
"3626","67736_2014-15",0,0,0,0,0,0,0,NA
"3627","67777_2014-15",15,67,82,1,11,35,32,3
"3628","67785_2014-15",0,0,0,0,0,0,0,NA
"3629","67793_2014-15",0,0,0,NA,NA,0,0,NA
"3630","67801_2014-15",0,0,0,0,0,0,0,NA
"3631","67819_2014-15",0,0,0,0,0,0,0,NA
"3632","67827_2014-15",0,0,0,0,0,0,0,NA
"3633","67843_2014-15",9,33,42,0,3,29,7,3
"3634","67850_2014-15",0,0,0,0,0,0,0,0
"3635","67868_2014-15",0,0,0,0,0,0,0,NA
"3636","67876_2014-15",34,138,172,2,44,110,13,3
"3637","67892_2014-15",0,0,0,NA,0,0,0,NA
"3638","67918_2014-15",0,7,7,0,4,2,0,1
"3639","67934_2014-15",0,1,1,0,0,1,0,0
"3640","67959_2014-15",4,13,17,0,2,11,4,NA
"3641","67967_2014-15",0,0,0,0,0,0,0,0
"3642","67983_2014-15",0,0,0,NA,0,0,0,NA
"3643","67991_2014-15",0,2,2,0,0,1,1,0
"3644","68007_2014-15",0,0,0,0,0,0,0,NA
"3645","68023_2014-15",0,0,0,0,0,0,0,0
"3646","68031_2014-15",0,0,0,0,0,0,0,NA
"3647","68049_2014-15",0,0,0,0,0,0,0,0
"3648","68056_2014-15",0,0,0,0,0,0,0,NA
"3649","68080_2014-15",0,0,0,0,0,0,0,NA
"3650","68098_2014-15",1,10,11,0,2,8,1,0
"3651","68106_2014-15",8,41,49,0,1,35,11,2
"3652","68114_2014-15",5,2,7,0,0,6,1,NA
"3653","68122_2014-15",0,0,0,0,0,0,0,0
"3654","68130_2014-15",10,69,79,2,11,24,37,5
"3655","68155_2014-15",0,0,0,0,0,0,0,NA
"3656","68163_2014-15",0,0,0,0,0,0,0,0
"3657","68171_2014-15",0,0,0,0,NA,0,0,NA
"3658","68189_2014-15",0,0,0,0,0,0,0,NA
"3659","68197_2014-15",0,2,2,0,0,1,0,NA
"3660","68205_2014-15",0,0,0,0,0,0,0,NA
"3661","68213_2014-15",0,0,0,0,0,0,0,0
"3662","68221_2014-15",0,0,0,0,0,0,0,NA
"3663","68296_2014-15",6,19,25,0,0,8,12,5
"3664","68304_2014-15",0,0,0,0,0,0,0,NA
"3665","68312_2014-15",0,0,0,0,NA,0,0,NA
"3666","68338_2014-15",11,69,80,4,16,47,5,8
"3667","68346_2014-15",1,7,8,0,0,2,6,0
"3668","68353_2014-15",0,0,0,NA,0,0,0,NA
"3669","68361_2014-15",0,0,0,0,0,0,0,0
"3670","68379_2014-15",0,0,0,0,0,0,0,NA
"3671","68387_2014-15",0,1,1,0,0,1,0,NA
"3672","68395_2014-15",0,0,0,0,0,0,0,0
"3673","68403_2014-15",0,0,0,0,0,0,0,NA
"3674","68411_2014-15",2,25,27,0,1,22,1,3
"3675","68437_2014-15",1,1,2,NA,0,2,0,NA
"3676","68452_2014-15",4,9,13,0,0,10,2,1
"3677","68478_2014-15",1,8,9,2,2,4,1,0
"3678","68486_2014-15",0,0,0,0,0,0,0,NA
"3679","68502_2014-15",0,7,7,0,0,3,4,NA
"3680","68544_2014-15",0,2,2,1,0,0,1,NA
"3681","68569_2014-15",11,45,56,3,20,20,10,3
"3682","68577_2014-15",1,9,10,0,0,4,5,NA
"3683","68585_2014-15",32,65,97,8,26,48,10,5
"3684","68593_2014-15",9,34,43,1,9,24,8,NA
"3685","68619_2014-15",0,0,0,NA,NA,0,0,NA
"3686","68627_2014-15",0,0,0,0,0,0,0,0
"3687","68635_2014-15",0,0,0,NA,NA,0,0,NA
"3688","68650_2014-15",0,2,2,0,1,1,0,NA
