"","dist_year","Expulsion_Females","Expulsion_Males","Expulsion_Other","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic"
"21842","32276_2011-12","0","0",0,"*","0","*","0"
"21843","32276_2011-12","0","0",0,"*","0","*","0"
"21844","32276_2011-12","0","0",0,"*","0","*","0"
"21845","32276_2011-12","0","0",0,"*","0","*","0"
"21846","32276_2011-12","0","0",0,"*","0","*","0"
"21847","32276_2011-12","0","0",0,"*","0","*","0"
"21848","32276_2011-12","0","0",0,"*","0","*","0"
"21849","32276_2011-12","0","0",0,"*","0","*","0"
"21850","32276_2011-12","0","0",0,"*","0","0","0"
"21851","32276_2011-12","0","0",0,"*","0","0","0"
"21852","32276_2011-12","0","0",0,"*","0","0","0"
"21853","32276_2011-12","0","0",0,"*","0","0","0"
"21854","32276_2011-12","0","0",0,"*","0","0","0"
"21855","32276_2011-12","0","0",0,"*","0","0","0"
"21856","32276_2011-12","0","0",0,"*","0","0","0"
"21857","32276_2011-12","0","0",0,"*","0","0","0"
"21858","32276_2011-12","0","0",0,"*","0","*","0"
"21859","32276_2011-12","0","0",0,"*","0","*","0"
"21860","32276_2011-12","0","0",0,"*","0","*","0"
"21861","32276_2011-12","0","0",0,"*","0","*","0"
"21862","32276_2011-12","0","0",0,"*","0","*","0"
"21863","32276_2011-12","0","0",0,"*","0","*","0"
"21864","32276_2011-12","0","0",0,"*","0","*","0"
"21865","32276_2011-12","0","0",0,"*","0","*","0"
"21866","32276_2011-12","0","0",0,"*","0","0","0"
"21867","32276_2011-12","0","0",0,"*","0","0","0"
"21868","32276_2011-12","0","0",0,"*","0","0","0"
"21869","32276_2011-12","0","0",0,"*","0","0","0"
"21870","32276_2011-12","0","0",0,"*","0","0","0"
"21871","32276_2011-12","0","0",0,"*","0","0","0"
"21872","32276_2011-12","0","0",0,"*","0","0","0"
"21873","32276_2011-12","0","0",0,"*","0","0","0"
"21874","32276_2011-12","0","0",0,"*","0","*","0"
"21875","32276_2011-12","0","0",0,"*","0","*","0"
"21876","32276_2011-12","0","0",0,"*","0","*","0"
"21877","32276_2011-12","0","0",0,"*","0","*","0"
"21878","32276_2011-12","0","0",0,"*","0","*","0"
"21879","32276_2011-12","0","0",0,"*","0","*","0"
"21880","32276_2011-12","0","0",0,"*","0","*","0"
"21881","32276_2011-12","0","0",0,"*","0","*","0"
"21882","32276_2011-12","0","0",0,"*","0","0","0"
"21883","32276_2011-12","0","0",0,"*","0","0","0"
"21884","32276_2011-12","0","0",0,"*","0","0","0"
"21885","32276_2011-12","0","0",0,"*","0","0","0"
"21886","32276_2011-12","0","0",0,"*","0","0","0"
"21887","32276_2011-12","0","0",0,"*","0","0","0"
"21888","32276_2011-12","0","0",0,"*","0","0","0"
"21889","32276_2011-12","0","0",0,"*","0","0","0"
"21890","32276_2011-12","0","0",0,"*","0","*","0"
"21891","32276_2011-12","0","0",0,"*","0","*","0"
"21892","32276_2011-12","0","0",0,"*","0","*","0"
"21893","32276_2011-12","0","0",0,"*","0","*","0"
"21894","32276_2011-12","0","0",0,"*","0","*","0"
"21895","32276_2011-12","0","0",0,"*","0","*","0"
"21896","32276_2011-12","0","0",0,"*","0","*","0"
"21897","32276_2011-12","0","0",0,"*","0","*","0"
"21898","32276_2011-12","0","0",0,"*","0","0","0"
"21899","32276_2011-12","0","0",0,"*","0","0","0"
"21900","32276_2011-12","0","0",0,"*","0","0","0"
"21901","32276_2011-12","0","0",0,"*","0","0","0"
"21902","32276_2011-12","0","0",0,"*","0","0","0"
"21903","32276_2011-12","0","0",0,"*","0","0","0"
"21904","32276_2011-12","0","0",0,"*","0","0","0"
"21905","32276_2011-12","0","0",0,"*","0","0","0"
"21906","32276_2011-12","0","0",0,"*","0","*","0"
"21907","32276_2011-12","0","0",0,"*","0","*","0"
"21908","32276_2011-12","0","0",0,"*","0","*","0"
"21909","32276_2011-12","0","0",0,"*","0","*","0"
"21910","32276_2011-12","0","0",0,"*","0","*","0"
"21911","32276_2011-12","0","0",0,"*","0","*","0"
"21912","32276_2011-12","0","0",0,"*","0","*","0"
"21913","32276_2011-12","0","0",0,"*","0","*","0"
"21914","32276_2011-12","0","0",0,"*","0","0","0"
"21915","32276_2011-12","0","0",0,"*","0","0","0"
"21916","32276_2011-12","0","0",0,"*","0","0","0"
"21917","32276_2011-12","0","0",0,"*","0","0","0"
"21918","32276_2011-12","0","0",0,"*","0","0","0"
"21919","32276_2011-12","0","0",0,"*","0","0","0"
"21920","32276_2011-12","0","0",0,"*","0","0","0"
"21921","32276_2011-12","0","0",0,"*","0","0","0"
"21922","32276_2011-12","0","0",0,"0","0","*","0"
"21923","32276_2011-12","0","0",0,"0","0","*","0"
"21924","32276_2011-12","0","0",0,"0","0","*","0"
"21925","32276_2011-12","0","0",0,"0","0","*","0"
"21926","32276_2011-12","0","0",0,"0","0","*","0"
"21927","32276_2011-12","0","0",0,"0","0","*","0"
"21928","32276_2011-12","0","0",0,"0","0","*","0"
"21929","32276_2011-12","0","0",0,"0","0","*","0"
"21930","32276_2011-12","0","0",0,"0","0","0","0"
"21931","32276_2011-12","0","0",0,"0","0","0","0"
"21932","32276_2011-12","0","0",0,"0","0","0","0"
"21933","32276_2011-12","0","0",0,"0","0","0","0"
"21934","32276_2011-12","0","0",0,"0","0","0","0"
"21935","32276_2011-12","0","0",0,"0","0","0","0"
"21936","32276_2011-12","0","0",0,"0","0","0","0"
"21937","32276_2011-12","0","0",0,"0","0","0","0"
"21938","32276_2011-12","0","0",0,"0","0","*","0"
"21939","32276_2011-12","0","0",0,"0","0","*","0"
"21940","32276_2011-12","0","0",0,"0","0","*","0"
"21941","32276_2011-12","0","0",0,"0","0","*","0"
"21942","32276_2011-12","0","0",0,"0","0","*","0"
"21943","32276_2011-12","0","0",0,"0","0","*","0"
"21944","32276_2011-12","0","0",0,"0","0","*","0"
"21945","32276_2011-12","0","0",0,"0","0","*","0"
"21946","32276_2011-12","0","0",0,"0","0","0","0"
"21947","32276_2011-12","0","0",0,"0","0","0","0"
"21948","32276_2011-12","0","0",0,"0","0","0","0"
"21949","32276_2011-12","0","0",0,"0","0","0","0"
"21950","32276_2011-12","0","0",0,"0","0","0","0"
"21951","32276_2011-12","0","0",0,"0","0","0","0"
"21952","32276_2011-12","0","0",0,"0","0","0","0"
"21953","32276_2011-12","0","0",0,"0","0","0","0"
"21954","32276_2011-12","0","0",0,"0","0","*","0"
"21955","32276_2011-12","0","0",0,"0","0","*","0"
"21956","32276_2011-12","0","0",0,"0","0","*","0"
"21957","32276_2011-12","0","0",0,"0","0","*","0"
"21958","32276_2011-12","0","0",0,"0","0","*","0"
"21959","32276_2011-12","0","0",0,"0","0","*","0"
"21960","32276_2011-12","0","0",0,"0","0","*","0"
"21961","32276_2011-12","0","0",0,"0","0","*","0"
"21962","32276_2011-12","0","0",0,"0","0","0","0"
"21963","32276_2011-12","0","0",0,"0","0","0","0"
"21964","32276_2011-12","0","0",0,"0","0","0","0"
"21965","32276_2011-12","0","0",0,"0","0","0","0"
"21966","32276_2011-12","0","0",0,"0","0","0","0"
"21967","32276_2011-12","0","0",0,"0","0","0","0"
"21968","32276_2011-12","0","0",0,"0","0","0","0"
"21969","32276_2011-12","0","0",0,"0","0","0","0"
"21970","32276_2011-12","0","0",0,"0","0","*","0"
"21971","32276_2011-12","0","0",0,"0","0","*","0"
"21972","32276_2011-12","0","0",0,"0","0","*","0"
"21973","32276_2011-12","0","0",0,"0","0","*","0"
"21974","32276_2011-12","0","0",0,"0","0","*","0"
"21975","32276_2011-12","0","0",0,"0","0","*","0"
"21976","32276_2011-12","0","0",0,"0","0","*","0"
"21977","32276_2011-12","0","0",0,"0","0","*","0"
"21978","32276_2011-12","0","0",0,"0","0","0","0"
"21979","32276_2011-12","0","0",0,"0","0","0","0"
"21980","32276_2011-12","0","0",0,"0","0","0","0"
"21981","32276_2011-12","0","0",0,"0","0","0","0"
"21982","32276_2011-12","0","0",0,"0","0","0","0"
"21983","32276_2011-12","0","0",0,"0","0","0","0"
"21984","32276_2011-12","0","0",0,"0","0","0","0"
"21985","32276_2011-12","0","0",0,"0","0","0","0"
"21986","32276_2011-12","0","0",0,"*","0","*","0"
"21987","32276_2011-12","0","0",0,"*","0","*","0"
"21988","32276_2011-12","0","0",0,"*","0","*","0"
"21989","32276_2011-12","0","0",0,"*","0","*","0"
"21990","32276_2011-12","0","0",0,"*","0","*","0"
"21991","32276_2011-12","0","0",0,"*","0","*","0"
"21992","32276_2011-12","0","0",0,"*","0","*","0"
"21993","32276_2011-12","0","0",0,"*","0","*","0"
"21994","32276_2011-12","0","0",0,"*","0","0","0"
"21995","32276_2011-12","0","0",0,"*","0","0","0"
"21996","32276_2011-12","0","0",0,"*","0","0","0"
"21997","32276_2011-12","0","0",0,"*","0","0","0"
"21998","32276_2011-12","0","0",0,"*","0","0","0"
"21999","32276_2011-12","0","0",0,"*","0","0","0"
"22000","32276_2011-12","0","0",0,"*","0","0","0"
"22001","32276_2011-12","0","0",0,"*","0","0","0"
"22002","32276_2011-12","0","0",0,"*","0","*","0"
"22003","32276_2011-12","0","0",0,"*","0","*","0"
"22004","32276_2011-12","0","0",0,"*","0","*","0"
"22005","32276_2011-12","0","0",0,"*","0","*","0"
"22006","32276_2011-12","0","0",0,"*","0","*","0"
"22007","32276_2011-12","0","0",0,"*","0","*","0"
"22008","32276_2011-12","0","0",0,"*","0","*","0"
"22009","32276_2011-12","0","0",0,"*","0","*","0"
"22010","32276_2011-12","0","0",0,"*","0","0","0"
"22011","32276_2011-12","0","0",0,"*","0","0","0"
"22012","32276_2011-12","0","0",0,"*","0","0","0"
"22013","32276_2011-12","0","0",0,"*","0","0","0"
"22014","32276_2011-12","0","0",0,"*","0","0","0"
"22015","32276_2011-12","0","0",0,"*","0","0","0"
"22016","32276_2011-12","0","0",0,"*","0","0","0"
"22017","32276_2011-12","0","0",0,"*","0","0","0"
"22018","32276_2011-12","0","0",0,"*","0","*","0"
"22019","32276_2011-12","0","0",0,"*","0","*","0"
"22020","32276_2011-12","0","0",0,"*","0","*","0"
"22021","32276_2011-12","0","0",0,"*","0","*","0"
"22022","32276_2011-12","0","0",0,"*","0","*","0"
"22023","32276_2011-12","0","0",0,"*","0","*","0"
"22024","32276_2011-12","0","0",0,"*","0","*","0"
"22025","32276_2011-12","0","0",0,"*","0","*","0"
"22026","32276_2011-12","0","0",0,"*","0","0","0"
"22027","32276_2011-12","0","0",0,"*","0","0","0"
"22028","32276_2011-12","0","0",0,"*","0","0","0"
"22029","32276_2011-12","0","0",0,"*","0","0","0"
"22030","32276_2011-12","0","0",0,"*","0","0","0"
"22031","32276_2011-12","0","0",0,"*","0","0","0"
"22032","32276_2011-12","0","0",0,"*","0","0","0"
"22033","32276_2011-12","0","0",0,"*","0","0","0"
"22034","32276_2011-12","0","0",0,"*","0","*","0"
"22035","32276_2011-12","0","0",0,"*","0","*","0"
"22036","32276_2011-12","0","0",0,"*","0","*","0"
"22037","32276_2011-12","0","0",0,"*","0","*","0"
"22038","32276_2011-12","0","0",0,"*","0","*","0"
"22039","32276_2011-12","0","0",0,"*","0","*","0"
"22040","32276_2011-12","0","0",0,"*","0","*","0"
"22041","32276_2011-12","0","0",0,"*","0","*","0"
"22042","32276_2011-12","0","0",0,"*","0","0","0"
"22043","32276_2011-12","0","0",0,"*","0","0","0"
"22044","32276_2011-12","0","0",0,"*","0","0","0"
"22045","32276_2011-12","0","0",0,"*","0","0","0"
"22046","32276_2011-12","0","0",0,"*","0","0","0"
"22047","32276_2011-12","0","0",0,"*","0","0","0"
"22048","32276_2011-12","0","0",0,"*","0","0","0"
"22049","32276_2011-12","0","0",0,"*","0","0","0"
"22050","32276_2011-12","0","0",0,"*","0","*","0"
"22051","32276_2011-12","0","0",0,"*","0","*","0"
"22052","32276_2011-12","0","0",0,"*","0","*","0"
"22053","32276_2011-12","0","0",0,"*","0","*","0"
"22054","32276_2011-12","0","0",0,"*","0","*","0"
"22055","32276_2011-12","0","0",0,"*","0","*","0"
"22056","32276_2011-12","0","0",0,"*","0","*","0"
"22057","32276_2011-12","0","0",0,"*","0","*","0"
"22058","32276_2011-12","0","0",0,"*","0","0","0"
"22059","32276_2011-12","0","0",0,"*","0","0","0"
"22060","32276_2011-12","0","0",0,"*","0","0","0"
"22061","32276_2011-12","0","0",0,"*","0","0","0"
"22062","32276_2011-12","0","0",0,"*","0","0","0"
"22063","32276_2011-12","0","0",0,"*","0","0","0"
"22064","32276_2011-12","0","0",0,"*","0","0","0"
"22065","32276_2011-12","0","0",0,"*","0","0","0"
"22066","32276_2011-12","0","0",0,"*","0","*","0"
"22067","32276_2011-12","0","0",0,"*","0","*","0"
"22068","32276_2011-12","0","0",0,"*","0","*","0"
"22069","32276_2011-12","0","0",0,"*","0","*","0"
"22070","32276_2011-12","0","0",0,"*","0","*","0"
"22071","32276_2011-12","0","0",0,"*","0","*","0"
"22072","32276_2011-12","0","0",0,"*","0","*","0"
"22073","32276_2011-12","0","0",0,"*","0","*","0"
"22074","32276_2011-12","0","0",0,"*","0","0","0"
"22075","32276_2011-12","0","0",0,"*","0","0","0"
"22076","32276_2011-12","0","0",0,"*","0","0","0"
"22077","32276_2011-12","0","0",0,"*","0","0","0"
"22078","32276_2011-12","0","0",0,"*","0","0","0"
"22079","32276_2011-12","0","0",0,"*","0","0","0"
"22080","32276_2011-12","0","0",0,"*","0","0","0"
"22081","32276_2011-12","0","0",0,"*","0","0","0"
"22082","32276_2011-12","0","0",0,"*","0","*","0"
"22083","32276_2011-12","0","0",0,"*","0","*","0"
"22084","32276_2011-12","0","0",0,"*","0","*","0"
"22085","32276_2011-12","0","0",0,"*","0","*","0"
"22086","32276_2011-12","0","0",0,"*","0","*","0"
"22087","32276_2011-12","0","0",0,"*","0","*","0"
"22088","32276_2011-12","0","0",0,"*","0","*","0"
"22089","32276_2011-12","0","0",0,"*","0","*","0"
"22090","32276_2011-12","0","0",0,"*","0","0","0"
"22091","32276_2011-12","0","0",0,"*","0","0","0"
"22092","32276_2011-12","0","0",0,"*","0","0","0"
"22093","32276_2011-12","0","0",0,"*","0","0","0"
"22094","32276_2011-12","0","0",0,"*","0","0","0"
"22095","32276_2011-12","0","0",0,"*","0","0","0"
"22096","32276_2011-12","0","0",0,"*","0","0","0"
"22097","32276_2011-12","0","0",0,"*","0","0","0"
"22098","32276_2011-12","0","0",0,"*","0","*","0"
"22099","32276_2011-12","0","0",0,"*","0","*","0"
"22100","32276_2011-12","0","0",0,"*","0","*","0"
"22101","32276_2011-12","0","0",0,"*","0","*","0"
"22102","32276_2011-12","0","0",0,"*","0","*","0"
"22103","32276_2011-12","0","0",0,"*","0","*","0"
"22104","32276_2011-12","0","0",0,"*","0","*","0"
"22105","32276_2011-12","0","0",0,"*","0","*","0"
"22106","32276_2011-12","0","0",0,"*","0","0","0"
"22107","32276_2011-12","0","0",0,"*","0","0","0"
"22108","32276_2011-12","0","0",0,"*","0","0","0"
"22109","32276_2011-12","0","0",0,"*","0","0","0"
"22110","32276_2011-12","0","0",0,"*","0","0","0"
"22111","32276_2011-12","0","0",0,"*","0","0","0"
"22112","32276_2011-12","0","0",0,"*","0","0","0"
"22113","32276_2011-12","0","0",0,"*","0","0","0"
"22114","32276_2011-12","0","0",0,"*","0","*","0"
"22115","32276_2011-12","0","0",0,"*","0","*","0"
"22116","32276_2011-12","0","0",0,"*","0","*","0"
"22117","32276_2011-12","0","0",0,"*","0","*","0"
"22118","32276_2011-12","0","0",0,"*","0","*","0"
"22119","32276_2011-12","0","0",0,"*","0","*","0"
"22120","32276_2011-12","0","0",0,"*","0","*","0"
"22121","32276_2011-12","0","0",0,"*","0","*","0"
"22122","32276_2011-12","0","0",0,"*","0","0","0"
"22123","32276_2011-12","0","0",0,"*","0","0","0"
"22124","32276_2011-12","0","0",0,"*","0","0","0"
"22125","32276_2011-12","0","0",0,"*","0","0","0"
"22126","32276_2011-12","0","0",0,"*","0","0","0"
"22127","32276_2011-12","0","0",0,"*","0","0","0"
"22128","32276_2011-12","0","0",0,"*","0","0","0"
"22129","32276_2011-12","0","0",0,"*","0","0","0"
"22130","32276_2011-12","0","0",0,"*","0","*","0"
"22131","32276_2011-12","0","0",0,"*","0","*","0"
"22132","32276_2011-12","0","0",0,"*","0","*","0"
"22133","32276_2011-12","0","0",0,"*","0","*","0"
"22134","32276_2011-12","0","0",0,"*","0","*","0"
"22135","32276_2011-12","0","0",0,"*","0","*","0"
"22136","32276_2011-12","0","0",0,"*","0","*","0"
"22137","32276_2011-12","0","0",0,"*","0","*","0"
"22138","32276_2011-12","0","0",0,"*","0","0","0"
"22139","32276_2011-12","0","0",0,"*","0","0","0"
"22140","32276_2011-12","0","0",0,"*","0","0","0"
"22141","32276_2011-12","0","0",0,"*","0","0","0"
"22142","32276_2011-12","0","0",0,"*","0","0","0"
"22143","32276_2011-12","0","0",0,"*","0","0","0"
"22144","32276_2011-12","0","0",0,"*","0","0","0"
"22145","32276_2011-12","0","0",0,"*","0","0","0"
"22146","32276_2011-12","0","0",0,"*","0","*","0"
"22147","32276_2011-12","0","0",0,"*","0","*","0"
"22148","32276_2011-12","0","0",0,"*","0","*","0"
"22149","32276_2011-12","0","0",0,"*","0","*","0"
"22150","32276_2011-12","0","0",0,"*","0","*","0"
"22151","32276_2011-12","0","0",0,"*","0","*","0"
"22152","32276_2011-12","0","0",0,"*","0","*","0"
"22153","32276_2011-12","0","0",0,"*","0","*","0"
"22154","32276_2011-12","0","0",0,"*","0","0","0"
"22155","32276_2011-12","0","0",0,"*","0","0","0"
"22156","32276_2011-12","0","0",0,"*","0","0","0"
"22157","32276_2011-12","0","0",0,"*","0","0","0"
"22158","32276_2011-12","0","0",0,"*","0","0","0"
"22159","32276_2011-12","0","0",0,"*","0","0","0"
"22160","32276_2011-12","0","0",0,"*","0","0","0"
"22161","32276_2011-12","0","0",0,"*","0","0","0"
"22162","32276_2011-12","0","0",0,"*","0","*","0"
"22163","32276_2011-12","0","0",0,"*","0","*","0"
"22164","32276_2011-12","0","0",0,"*","0","*","0"
"22165","32276_2011-12","0","0",0,"*","0","*","0"
"22166","32276_2011-12","0","0",0,"*","0","*","0"
"22167","32276_2011-12","0","0",0,"*","0","*","0"
"22168","32276_2011-12","0","0",0,"*","0","*","0"
"22169","32276_2011-12","0","0",0,"*","0","*","0"
"22170","32276_2011-12","0","0",0,"*","0","0","0"
"22171","32276_2011-12","0","0",0,"*","0","0","0"
"22172","32276_2011-12","0","0",0,"*","0","0","0"
"22173","32276_2011-12","0","0",0,"*","0","0","0"
"22174","32276_2011-12","0","0",0,"*","0","0","0"
"22175","32276_2011-12","0","0",0,"*","0","0","0"
"22176","32276_2011-12","0","0",0,"*","0","0","0"
"22177","32276_2011-12","0","0",0,"*","0","0","0"
"22178","32276_2011-12","0","0",0,"0","0","*","0"
"22179","32276_2011-12","0","0",0,"0","0","*","0"
"22180","32276_2011-12","0","0",0,"0","0","*","0"
"22181","32276_2011-12","0","0",0,"0","0","*","0"
"22182","32276_2011-12","0","0",0,"0","0","*","0"
"22183","32276_2011-12","0","0",0,"0","0","*","0"
"22184","32276_2011-12","0","0",0,"0","0","*","0"
"22185","32276_2011-12","0","0",0,"0","0","*","0"
"22186","32276_2011-12","0","0",0,"0","0","0","0"
"22187","32276_2011-12","0","0",0,"0","0","0","0"
"22188","32276_2011-12","0","0",0,"0","0","0","0"
"22189","32276_2011-12","0","0",0,"0","0","0","0"
"22190","32276_2011-12","0","0",0,"0","0","0","0"
"22191","32276_2011-12","0","0",0,"0","0","0","0"
"22192","32276_2011-12","0","0",0,"0","0","0","0"
"22193","32276_2011-12","0","0",0,"0","0","0","0"
"22194","32276_2011-12","0","0",0,"0","0","*","0"
"22195","32276_2011-12","0","0",0,"0","0","*","0"
"22196","32276_2011-12","0","0",0,"0","0","*","0"
"22197","32276_2011-12","0","0",0,"0","0","*","0"
"22198","32276_2011-12","0","0",0,"0","0","*","0"
"22199","32276_2011-12","0","0",0,"0","0","*","0"
"22200","32276_2011-12","0","0",0,"0","0","*","0"
"22201","32276_2011-12","0","0",0,"0","0","*","0"
"22202","32276_2011-12","0","0",0,"0","0","0","0"
"22203","32276_2011-12","0","0",0,"0","0","0","0"
"22204","32276_2011-12","0","0",0,"0","0","0","0"
"22205","32276_2011-12","0","0",0,"0","0","0","0"
"22206","32276_2011-12","0","0",0,"0","0","0","0"
"22207","32276_2011-12","0","0",0,"0","0","0","0"
"22208","32276_2011-12","0","0",0,"0","0","0","0"
"22209","32276_2011-12","0","0",0,"0","0","0","0"
"22210","32276_2011-12","0","0",0,"0","0","*","0"
"22211","32276_2011-12","0","0",0,"0","0","*","0"
"22212","32276_2011-12","0","0",0,"0","0","*","0"
"22213","32276_2011-12","0","0",0,"0","0","*","0"
"22214","32276_2011-12","0","0",0,"0","0","*","0"
"22215","32276_2011-12","0","0",0,"0","0","*","0"
"22216","32276_2011-12","0","0",0,"0","0","*","0"
"22217","32276_2011-12","0","0",0,"0","0","*","0"
"22218","32276_2011-12","0","0",0,"0","0","0","0"
"22219","32276_2011-12","0","0",0,"0","0","0","0"
"22220","32276_2011-12","0","0",0,"0","0","0","0"
"22221","32276_2011-12","0","0",0,"0","0","0","0"
"22222","32276_2011-12","0","0",0,"0","0","0","0"
"22223","32276_2011-12","0","0",0,"0","0","0","0"
"22224","32276_2011-12","0","0",0,"0","0","0","0"
"22225","32276_2011-12","0","0",0,"0","0","0","0"
"22226","32276_2011-12","0","0",0,"0","0","*","0"
"22227","32276_2011-12","0","0",0,"0","0","*","0"
"22228","32276_2011-12","0","0",0,"0","0","*","0"
"22229","32276_2011-12","0","0",0,"0","0","*","0"
"22230","32276_2011-12","0","0",0,"0","0","*","0"
"22231","32276_2011-12","0","0",0,"0","0","*","0"
"22232","32276_2011-12","0","0",0,"0","0","*","0"
"22233","32276_2011-12","0","0",0,"0","0","*","0"
"22234","32276_2011-12","0","0",0,"0","0","0","0"
"22235","32276_2011-12","0","0",0,"0","0","0","0"
"22236","32276_2011-12","0","0",0,"0","0","0","0"
"22237","32276_2011-12","0","0",0,"0","0","0","0"
"22238","32276_2011-12","0","0",0,"0","0","0","0"
"22239","32276_2011-12","0","0",0,"0","0","0","0"
"22240","32276_2011-12","0","0",0,"0","0","0","0"
"22241","32276_2011-12","0","0",0,"0","0","0","0"
"22242","32276_2011-12","0","0",0,"*","0","*","0"
"22243","32276_2011-12","0","0",0,"*","0","*","0"
"22244","32276_2011-12","0","0",0,"*","0","*","0"
"22245","32276_2011-12","0","0",0,"*","0","*","0"
"22246","32276_2011-12","0","0",0,"*","0","*","0"
"22247","32276_2011-12","0","0",0,"*","0","*","0"
"22248","32276_2011-12","0","0",0,"*","0","*","0"
"22249","32276_2011-12","0","0",0,"*","0","*","0"
"22250","32276_2011-12","0","0",0,"*","0","0","0"
"22251","32276_2011-12","0","0",0,"*","0","0","0"
"22252","32276_2011-12","0","0",0,"*","0","0","0"
"22253","32276_2011-12","0","0",0,"*","0","0","0"
"22254","32276_2011-12","0","0",0,"*","0","0","0"
"22255","32276_2011-12","0","0",0,"*","0","0","0"
"22256","32276_2011-12","0","0",0,"*","0","0","0"
"22257","32276_2011-12","0","0",0,"*","0","0","0"
"22258","32276_2011-12","0","0",0,"*","0","*","0"
"22259","32276_2011-12","0","0",0,"*","0","*","0"
"22260","32276_2011-12","0","0",0,"*","0","*","0"
"22261","32276_2011-12","0","0",0,"*","0","*","0"
"22262","32276_2011-12","0","0",0,"*","0","*","0"
"22263","32276_2011-12","0","0",0,"*","0","*","0"
"22264","32276_2011-12","0","0",0,"*","0","*","0"
"22265","32276_2011-12","0","0",0,"*","0","*","0"
"22266","32276_2011-12","0","0",0,"*","0","0","0"
"22267","32276_2011-12","0","0",0,"*","0","0","0"
"22268","32276_2011-12","0","0",0,"*","0","0","0"
"22269","32276_2011-12","0","0",0,"*","0","0","0"
"22270","32276_2011-12","0","0",0,"*","0","0","0"
"22271","32276_2011-12","0","0",0,"*","0","0","0"
"22272","32276_2011-12","0","0",0,"*","0","0","0"
"22273","32276_2011-12","0","0",0,"*","0","0","0"
"22274","32276_2011-12","0","0",0,"*","0","*","0"
"22275","32276_2011-12","0","0",0,"*","0","*","0"
"22276","32276_2011-12","0","0",0,"*","0","*","0"
"22277","32276_2011-12","0","0",0,"*","0","*","0"
"22278","32276_2011-12","0","0",0,"*","0","*","0"
"22279","32276_2011-12","0","0",0,"*","0","*","0"
"22280","32276_2011-12","0","0",0,"*","0","*","0"
"22281","32276_2011-12","0","0",0,"*","0","*","0"
"22282","32276_2011-12","0","0",0,"*","0","0","0"
"22283","32276_2011-12","0","0",0,"*","0","0","0"
"22284","32276_2011-12","0","0",0,"*","0","0","0"
"22285","32276_2011-12","0","0",0,"*","0","0","0"
"22286","32276_2011-12","0","0",0,"*","0","0","0"
"22287","32276_2011-12","0","0",0,"*","0","0","0"
"22288","32276_2011-12","0","0",0,"*","0","0","0"
"22289","32276_2011-12","0","0",0,"*","0","0","0"
"22290","32276_2011-12","0","0",0,"*","0","*","0"
"22291","32276_2011-12","0","0",0,"*","0","*","0"
"22292","32276_2011-12","0","0",0,"*","0","*","0"
"22293","32276_2011-12","0","0",0,"*","0","*","0"
"22294","32276_2011-12","0","0",0,"*","0","*","0"
"22295","32276_2011-12","0","0",0,"*","0","*","0"
"22296","32276_2011-12","0","0",0,"*","0","*","0"
"22297","32276_2011-12","0","0",0,"*","0","*","0"
"22298","32276_2011-12","0","0",0,"*","0","0","0"
"22299","32276_2011-12","0","0",0,"*","0","0","0"
"22300","32276_2011-12","0","0",0,"*","0","0","0"
"22301","32276_2011-12","0","0",0,"*","0","0","0"
"22302","32276_2011-12","0","0",0,"*","0","0","0"
"22303","32276_2011-12","0","0",0,"*","0","0","0"
"22304","32276_2011-12","0","0",0,"*","0","0","0"
"22305","32276_2011-12","0","0",0,"*","0","0","0"
"22306","32276_2011-12","0","0",0,"*","0","*","0"
"22307","32276_2011-12","0","0",0,"*","0","*","0"
"22308","32276_2011-12","0","0",0,"*","0","*","0"
"22309","32276_2011-12","0","0",0,"*","0","*","0"
"22310","32276_2011-12","0","0",0,"*","0","*","0"
"22311","32276_2011-12","0","0",0,"*","0","*","0"
"22312","32276_2011-12","0","0",0,"*","0","*","0"
"22313","32276_2011-12","0","0",0,"*","0","*","0"
"22314","32276_2011-12","0","0",0,"*","0","0","0"
"22315","32276_2011-12","0","0",0,"*","0","0","0"
"22316","32276_2011-12","0","0",0,"*","0","0","0"
"22317","32276_2011-12","0","0",0,"*","0","0","0"
"22318","32276_2011-12","0","0",0,"*","0","0","0"
"22319","32276_2011-12","0","0",0,"*","0","0","0"
"22320","32276_2011-12","0","0",0,"*","0","0","0"
"22321","32276_2011-12","0","0",0,"*","0","0","0"
"22322","32276_2011-12","0","0",0,"*","0","*","0"
"22323","32276_2011-12","0","0",0,"*","0","*","0"
"22324","32276_2011-12","0","0",0,"*","0","*","0"
"22325","32276_2011-12","0","0",0,"*","0","*","0"
"22326","32276_2011-12","0","0",0,"*","0","*","0"
"22327","32276_2011-12","0","0",0,"*","0","*","0"
"22328","32276_2011-12","0","0",0,"*","0","*","0"
"22329","32276_2011-12","0","0",0,"*","0","*","0"
"22330","32276_2011-12","0","0",0,"*","0","0","0"
"22331","32276_2011-12","0","0",0,"*","0","0","0"
"22332","32276_2011-12","0","0",0,"*","0","0","0"
"22333","32276_2011-12","0","0",0,"*","0","0","0"
"22334","32276_2011-12","0","0",0,"*","0","0","0"
"22335","32276_2011-12","0","0",0,"*","0","0","0"
"22336","32276_2011-12","0","0",0,"*","0","0","0"
"22337","32276_2011-12","0","0",0,"*","0","0","0"
"22338","32276_2011-12","0","0",0,"*","0","*","0"
